orderID,prodID,sales,quantity,discount,profit
2022-142188,US-OFF-BI-10004600,1471.96,5,0.2,459.99
2022-142188,US-TEC-PH-10000127,79.96,5,0.2,-17.99
CA-2021-144400,US-OFF-EN-10004386,57.576,3,0.2,21.59
2021-155180,US-OFF-BI-10004506,26.336,4,0.2,9.22
CA-2020-134075,US-FUR-FU-10004597,166.5,3,0,21.65
CA-2020-134075,US-OFF-ST-10001496,360.38,2,0,93.70
2021-131912,US-OFF-BI-10004236,11.744,1,0.2,3.82
CA-2022-141572,US-FUR-FU-10001185,247.44,8,0,101.45
CA-2019-134621,US-OFF-BI-10000977,18.24,2,0.7,-14.59
CA-2021-165561,US-OFF-SU-10004782,25.35,3,0,7.61
CA-2020-112305,US-OFF-AR-10002067,119.04,6,0,30.95
CA-2020-112305,US-FUR-FU-10002364,22.14,3,0,6.42
CA-2020-112305,US-TEC-AC-10002018,13.98,2,0,6.01
CA-2022-121580,US-OFF-BI-10000632,43.41,1,0,19.97
CA-2022-121580,US-FUR-FU-10003981,6.24,3,0,2.62
CA-2022-121580,US-OFF-AP-10001564,465.16,2,0,120.94
CA-2022-121580,US-OFF-PA-10004082,7.98,1,0,3.99
CA-2019-101147,US-OFF-AP-10004249,2.394,1,0.8,-6.34
CA-2019-165806,US-OFF-PA-10003441,58.32,9,0,27.99
CA-2019-165806,US-TEC-PH-10004922,200.97,3,0,50.24
CA-2020-151624,US-FUR-FU-10001731,21.36,8,0,8.12
CA-2022-139444,US-OFF-LA-10000134,9.856,4,0.2,3.45
CA-2020-133977,US-OFF-BI-10003166,3.444,1,0.7,-2.53
CA-2022-141425,US-OFF-SU-10000646,384.592,2,0.2,-81.73
CA-2020-133536,US-OFF-EN-10004459,22.92,3,0,11.23
CA-2020-150441,US-OFF-BI-10003529,11.36,4,0,5.57
CA-2020-162607,US-OFF-BI-10002949,14.592,3,0.2,4.92
CA-2022-103506,US-OFF-LA-10001158,41.4,4,0,19.87
CA-2021-132479,US-OFF-BI-10004584,442.372,7,0.8,-729.91
CA-2022-160724,US-OFF-BI-10004965,34.5,3,0,15.53
2021-115952,US-OFF-BI-10004654,28.85,5,0,14.43
CA-2019-146731,US-OFF-PA-10000141,3.488,2,0.2,1.18
CA-2019-146731,US-OFF-PA-10001019,143.856,9,0.2,48.55
CA-2020-115392,US-TEC-PH-10002496,311.98,2,0,93.59
CA-2020-115392,US-OFF-BI-10000829,22.45,5,0,10.33
CA-2022-102379,US-TEC-PH-10001448,39.992,1,0.2,-8.00
CA-2022-102379,US-FUR-CH-10004983,1159.056,9,0.2,43.46
CA-2022-102379,US-OFF-AR-10004022,179.9,5,0,44.98
CA-2022-149706,US-TEC-AC-10001284,116.312,7,0.2,23.26
2021-139087,US-FUR-FU-10001847,12.42,3,0,4.47
2021-139087,US-TEC-AC-10004595,428.4,3,0,89.96
2021-139087,US-FUR-FU-10004164,24.75,5,0,10.89
2021-139087,US-OFF-LA-10001074,87.71,7,0,41.22
2021-139087,US-OFF-ST-10000604,69.52,2,0,17.38
2021-139087,US-TEC-PH-10000148,20.784,2,0.2,-4.68
2021-139087,US-OFF-BI-10000042,12.816,3,0.2,4.17
CA-2022-152226,US-OFF-LA-10000443,5.904,2,0.2,1.99
CA-2020-116484,US-FUR-FU-10002874,63.824,2,0.2,9.57
CA-2020-116484,US-OFF-ST-10003994,141.552,3,0.2,-26.54
CA-2021-100944,US-OFF-EN-10001453,304.9,5,0,143.30
CA-2021-100944,US-FUR-CH-10000988,563.24,5,0.2,56.32
CA-2021-125080,US-FUR-TA-10003238,661.176,2,0.4,-231.41
CA-2021-121020,US-TEC-PH-10001061,239.976,3,0.2,18.00
CA-2019-100090,US-FUR-TA-10003715,502.488,3,0.2,-87.94
CA-2019-100090,US-OFF-BI-10001597,196.704,6,0.2,68.85
2020-139675,US-FUR-CH-10004063,915.136,4,0.2,102.95
2020-139675,US-FUR-FU-10001979,327.76,8,0,91.77
CA-2022-143756,US-FUR-CH-10001854,701.96,2,0,168.47
CA-2020-151253,US-TEC-PH-10002923,88.776,3,0.2,7.77
CA-2020-151253,US-OFF-AR-10004691,64.14,3,0,16.68
CA-2019-141152,US-OFF-BI-10002931,33.552,1,0.2,12.58
CA-2019-141313,US-OFF-AP-10002651,1737.18,6,0,503.78
CA-2019-141313,US-OFF-ST-10000689,704.25,5,0,84.51
CA-2019-141313,US-OFF-PA-10003302,141.76,4,0,66.63
CA-2019-169852,US-OFF-BI-10001460,36.36,3,0.2,12.27
CA-2022-107314,US-FUR-FU-10003489,25.83,3,0,9.56
2019-161305,US-OFF-BI-10002794,24.588,3,0.8,-38.11
2019-161305,US-OFF-EN-10000461,13.984,2,0.2,4.72
CA-2022-166919,US-TEC-PH-10001305,195.96,5,0.2,19.60
CA-2022-162712,US-OFF-PA-10000167,74.352,3,0.2,23.24
CA-2022-107552,US-OFF-PA-10002947,6.68,1,0,3.21
CA-2021-163328,US-OFF-SU-10002301,17.584,7,0.2,-4.18
CA-2021-163328,US-FUR-CH-10003298,104.784,1,0.2,-14.41
CA-2021-163328,US-OFF-PA-10004353,47.952,3,0.2,16.78
CA-2021-163328,US-FUR-CH-10000229,650.352,3,0.2,-97.55
CA-2021-163328,US-OFF-LA-10003930,629.184,8,0.2,228.08
CA-2021-163328,US-OFF-PA-10000176,15.176,1,0.2,5.31
CA-2019-112837,US-FUR-FU-10004006,127.95,3,0,21.75
CA-2022-120019,US-OFF-ST-10001932,579.51,3,0,81.13
CA-2022-120019,US-TEC-PH-10000923,14.99,1,0,7.35
CA-2019-100762,US-OFF-AR-10000380,151.92,4,0,45.58
CA-2019-100762,US-OFF-LA-10003930,196.62,2,0,96.34
CA-2019-100762,US-OFF-PA-10001815,144.12,3,0,69.18
CA-2019-100762,US-OFF-PA-10004082,15.96,2,0,7.98
CA-2022-161459,US-TEC-PH-10004071,39.96,5,0.2,3.50
CA-2022-161459,US-OFF-PA-10002377,34.08,6,0,15.34
CA-2022-160017,US-OFF-PA-10001800,10.368,2,0.2,3.63
CA-2019-123316,US-OFF-BI-10002764,7.752,3,0.2,2.81
CA-2019-141299,US-OFF-EN-10004459,15.28,2,0,7.49
CA-2019-104402,US-TEC-MA-10000423,65.97,3,0,31.01
CA-2020-110289,US-OFF-PA-10002986,33.4,5,0,16.03
CA-2020-110289,US-OFF-EN-10001434,210.84,4,0,103.31
CA-2019-167927,US-OFF-ST-10000760,13.98,1,0,4.05
CA-2019-167927,US-FUR-FU-10002918,272.94,3,0,30.02
CA-2019-167927,US-OFF-BI-10000605,19.05,5,0,8.95
CA-2019-167927,US-OFF-AP-10002311,247.716,4,0.1,93.58
CA-2019-167927,US-OFF-ST-10003123,66.58,2,0,15.98
CA-2019-167927,US-OFF-AR-10004456,43.92,3,0,12.74
CA-2019-167927,US-FUR-FU-10002268,14.73,3,0,4.86
CA-2019-167927,US-OFF-BI-10004364,29.7,5,0,13.37
CA-2019-133305,US-OFF-PA-10001970,49.12,4,0,23.09
CA-2019-133305,US-OFF-BI-10002954,18.28,5,0.2,6.40
CA-2021-165995,US-FUR-FU-10000672,47.04,4,0,15.99
CA-2021-165995,US-TEC-PH-10004908,339.96,5,0.2,42.50
CA-2022-143112,US-TEC-PH-10003095,87.8,4,0,43.90
CA-2022-143112,US-FUR-CH-10002880,221.382,2,0.1,2.46
CA-2022-143112,US-TEC-MA-10001047,5199.96,4,0,1351.99
2021-105830,US-OFF-ST-10002554,156.512,4,0.2,-35.22
CA-2020-146255,US-TEC-AC-10004469,119.85,3,0,52.73
CA-2020-146255,US-OFF-BI-10000309,30.44,2,0,14.92
CA-2020-146255,US-OFF-BI-10001765,69.28,2,0,33.25
CA-2020-146255,US-TEC-PH-10001619,587.97,3,0,170.51
CA-2022-104822,US-OFF-LA-10002034,24.55,5,0,12.03
CA-2020-104486,US-OFF-BI-10000309,12.176,1,0.2,4.41
CA-2020-104486,US-OFF-ST-10000876,37.32,3,0,10.45
CA-2020-104486,US-OFF-SU-10002573,35.06,2,0,10.52
CA-2022-161557,US-FUR-FU-10004622,108.4,5,0.6,-105.69
CA-2022-161130,US-TEC-PH-10002549,361.376,2,0.2,27.10
2020-161347,US-OFF-BI-10004209,2.412,1,0.7,-2.01
2020-109015,US-OFF-AP-10001962,8.39,1,0,2.10
2020-109015,US-TEC-PH-10002922,337.98,2,0,101.39
CA-2019-110611,US-OFF-ST-10000642,83.92,5,0.2,-13.64
CA-2022-139080,US-OFF-BI-10001757,19.68,5,0.2,6.89
CA-2022-139080,US-OFF-PA-10004621,25.92,4,0,12.44
CA-2022-139080,US-OFF-PA-10002262,6.48,1,0,3.11
CA-2022-139080,US-TEC-PH-10004100,86.352,6,0.2,8.64
CA-2020-115693,US-OFF-AR-10003582,56.3,2,0,15.76
2019-107993,US-OFF-AR-10003179,51.016,7,0.2,8.29
CA-2022-110443,US-OFF-BI-10001670,150.8,5,0.2,56.55
CA-2022-110443,US-TEC-MA-10002073,1039.992,1,0.2,104.00
CA-2022-110443,US-OFF-PA-10003797,51.84,8,0,24.88
CA-2022-144848,US-TEC-PH-10004006,41.22,1,0,11.13
CA-2022-144848,US-OFF-SU-10000646,240.37,1,0,7.21
CA-2022-144848,US-TEC-PH-10002262,119.02,2,0,33.33
2022-147998,US-OFF-BI-10002082,133.12,5,0.2,49.92
CA-2021-103919,US-FUR-FU-10001756,38.08,5,0.6,-29.51
CA-2021-113425,US-FUR-BO-10002598,113.568,2,0.2,12.78
CA-2022-143035,US-FUR-FU-10001934,83.92,4,0,21.82
CA-2022-143035,US-OFF-AR-10001130,6.63,3,0,3.12
CA-2022-143035,US-TEC-AC-10002049,371.97,3,0,66.95
CA-2019-107811,US-FUR-CH-10001394,561.584,2,0.2,70.20
CA-2019-107811,US-OFF-ST-10000798,99.92,5,0.2,-1.25
CA-2021-163216,US-OFF-LA-10000134,4.928,2,0.2,1.72
2021-116442,US-FUR-FU-10002364,14.76,2,0,4.28
CA-2022-150623,US-TEC-AC-10004571,99.99,1,0,42.00
CA-2022-150623,US-OFF-ST-10003692,286.15,5,0,71.54
2019-163797,US-OFF-FA-10001883,49.792,8,0.2,-11.83
CA-2021-127236,US-FUR-BO-10004015,299.975,5,0.5,-167.99
CA-2021-127236,US-TEC-PH-10000141,158.376,4,0.4,-36.95
2022-104661,US-OFF-BI-10001597,32.784,4,0.8,-52.45
2022-104661,US-TEC-AC-10003628,47.984,2,0.2,14.40
2022-104661,US-TEC-AC-10002331,62.592,8,0.2,13.30
2022-104661,US-OFF-BI-10001098,4.276,1,0.8,-6.63
CA-2019-134103,US-OFF-PA-10001204,10.56,2,0,4.75
CA-2019-134103,US-OFF-ST-10000991,229.94,2,0,6.90
CA-2020-147529,US-OFF-EN-10000056,311.15,5,0,146.24
CA-2020-147529,US-OFF-PA-10003349,12.96,2,0,6.35
CA-2021-129126,US-OFF-PA-10001471,14.62,2,0,6.73
CA-2021-129126,US-OFF-LA-10003190,5.76,2,0,2.82
CA-2021-129126,US-OFF-FA-10000621,21.48,6,0,10.53
CA-2021-129126,US-FUR-FU-10002937,396.92,4,0,198.46
CA-2021-129126,US-OFF-ST-10004507,17.15,1,0,4.63
CA-2021-129126,US-OFF-BI-10000279,23.12,2,0.2,7.80
CA-2022-131632,US-OFF-AR-10003651,5.248,2,0.2,0.59
CA-2022-151981,US-TEC-PH-10003601,824.95,5,0,247.49
CA-2022-151981,US-OFF-LA-10002195,24.64,8,0,11.83
CA-2022-151981,US-OFF-AR-10000380,227.88,6,0,68.36
CA-2022-125472,US-FUR-BO-10000330,241.96,2,0,33.87
CA-2022-125472,US-OFF-BI-10000591,3.89,1,0,1.87
CA-2022-125472,US-FUR-FU-10001731,8.01,3,0,3.04
CA-2020-156328,US-TEC-PH-10001198,177.48,3,0.2,19.97
CA-2022-154074,US-FUR-CH-10002331,569.568,2,0.2,7.12
CA-2022-154074,US-OFF-ST-10002370,149.73,7,0,43.42
CA-2022-161774,US-FUR-CH-10003981,899.43,5,0.3,-12.85
CA-2022-161774,US-OFF-AR-10001446,46.2,5,0.2,5.78
CA-2022-161774,US-OFF-PA-10000300,47.952,3,0.2,16.18
CA-2022-161774,US-TEC-PH-10004071,7.992,1,0.2,0.70
CA-2022-161774,US-OFF-PA-10003134,76.864,2,0.2,26.90
CA-2022-151211,US-OFF-BI-10002735,102.93,3,0,48.38
CA-2022-151211,US-TEC-AC-10004510,98.16,6,0,9.82
CA-2022-142671,US-OFF-BI-10004099,11.52,5,0.7,-7.68
CA-2022-144750,US-OFF-PA-10003395,83.88,1,0.2,29.36
CA-2021-111976,US-TEC-PH-10002890,108.576,4,0.4,-25.33
CA-2021-111976,US-OFF-FA-10004968,5.984,2,0.2,-1.35
CA-2021-140130,US-OFF-SU-10001218,21.96,2,0,6.15
CA-2021-140130,US-FUR-CH-10002084,368.97,3,0,81.17
CA-2021-140130,US-OFF-AR-10004269,12.39,3,0,3.47
CA-2021-140130,US-OFF-ST-10001128,332.94,3,0,9.99
CA-2019-159121,US-TEC-AC-10002006,111.93,7,0,34.70
CA-2020-149650,US-FUR-CH-10003956,454.272,8,0.2,-73.82
CA-2022-115777,US-OFF-PA-10000552,19.44,3,0,9.33
CA-2021-143714,US-TEC-CO-10004722,8399.976,4,0.4,1120.00
CA-2021-143714,US-OFF-BI-10004308,6.294,1,0.7,-4.20
CA-2021-143714,US-OFF-PA-10000029,10.368,2,0.2,3.63
CA-2021-143714,US-TEC-PH-10004080,122.382,3,0.4,-24.48
CA-2019-165764,US-OFF-ST-10001558,25.984,2,0.2,-1.62
CA-2019-165764,US-FUR-TA-10001768,945.036,6,0.4,-299.26
CA-2019-165764,US-OFF-BI-10002982,14.301,7,0.7,-10.49
CA-2019-165764,US-FUR-FU-10001468,410.352,3,0.2,-51.29
CA-2020-121405,US-OFF-PA-10001838,23.52,5,0.2,8.53
CA-2020-121405,US-TEC-PH-10002890,180.96,5,0.2,13.57
2022-116897,US-FUR-FU-10004963,35,4,0,14.70
2022-116897,US-OFF-ST-10000025,477.15,5,0,28.63
2022-116897,US-TEC-PH-10004389,302.376,3,0.2,22.68
2022-113992,US-FUR-TA-10000577,974.988,4,0.3,-97.50
CA-2019-166891,US-FUR-CH-10003298,589.41,5,0.1,-6.55
CA-2021-101161,US-OFF-AR-10001860,34.7,5,0,12.49
CA-2021-101161,US-OFF-ST-10003123,99.87,3,0,23.97
CA-2021-101161,US-OFF-PA-10001295,37.94,2,0,18.21
CA-2021-101161,US-OFF-LA-10000407,24.9,5,0,11.45
CA-2021-101161,US-FUR-FU-10003535,82.26,3,0,33.73
CA-2020-151785,US-OFF-FA-10000611,7.104,6,0.2,2.49
2022-119816,US-FUR-FU-10004848,103.5,5,0.6,-77.63
2022-119816,US-OFF-LA-10002381,2.464,1,0.2,0.86
2022-119816,US-OFF-ST-10000918,8.72,1,0.2,0.65
CA-2020-156510,US-OFF-BI-10000822,10.76,2,0,5.16
CA-2020-156510,US-OFF-PA-10002222,45.68,2,0,21.01
CA-2020-156510,US-OFF-AR-10004930,6.7,1,0,2.21
2020-110261,US-TEC-PH-10001750,158.376,3,0.2,13.86
CA-2020-125710,US-OFF-AR-10000657,3.44,2,0.2,0.56
CA-2022-161102,US-OFF-ST-10003442,56.56,2,0,15.27
CA-2022-161102,US-FUR-FU-10003142,36.96,7,0,11.46
CA-2019-110065,US-TEC-PH-10002468,135.99,1,0,36.72
CA-2019-110065,US-OFF-AR-10004165,15.96,7,0,7.02
2022-133361,US-OFF-AR-10001919,3.76,2,0,1.09
2022-133361,US-OFF-AR-10003045,14.7,5,0,6.62
2022-133361,US-OFF-AR-10003338,37.2,5,0,9.30
2022-133361,US-TEC-AC-10003280,89.97,3,0,18.89
2022-133361,US-FUR-CH-10003298,261.96,2,0,23.58
2022-133361,US-OFF-LA-10004544,74,5,0,37.00
2021-155404,US-FUR-FU-10004586,13.28,2,0,6.37
CA-2020-114503,US-OFF-ST-10003572,84.96,6,0.2,6.37
CA-2022-153080,US-TEC-AC-10002331,68.46,7,0,25.33
CA-2021-163804,US-OFF-ST-10000142,2079.4,5,0,582.23
CA-2021-163804,US-TEC-PH-10000441,629.95,5,0,176.39
CA-2021-163804,US-FUR-FU-10004864,72.42,6,0,23.90
CA-2020-108532,US-TEC-PH-10001750,131.98,2,0,35.63
CA-2020-108532,US-TEC-AC-10004510,114.52,7,0,11.45
CA-2019-151897,US-OFF-LA-10001074,100.24,10,0.2,33.83
CA-2021-113292,US-OFF-AP-10003590,871.8,3,0.2,87.18
CA-2019-149524,US-FUR-BO-10003433,61.96,4,0.5,-53.29
CA-2022-140872,US-OFF-BI-10002432,4.554,3,0.7,-3.49
CA-2022-140872,US-OFF-AP-10003622,5.2,2,0.2,0.59
CA-2022-140872,US-TEC-AC-10003832,205.992,1,0.2,-2.57
CA-2022-140872,US-OFF-PA-10000809,15.552,3,0.2,5.44
CA-2022-140872,US-TEC-PH-10000441,503.96,5,0.2,50.40
CA-2022-140872,US-OFF-AP-10002287,24.472,7,0.2,1.84
CA-2022-140872,US-FUR-BO-10002824,241.568,2,0.2,0.00
CA-2022-140872,US-TEC-AC-10002942,110.4,2,0.2,-4.14
CA-2022-113908,US-FUR-TA-10001932,384.768,2,0.4,-115.43
CA-2022-113908,US-TEC-MA-10003173,78.66,6,0,36.18
CA-2022-113908,US-OFF-PA-10004156,45.36,4,0,22.23
CA-2020-120621,US-OFF-AP-10002945,962.08,4,0.2,156.34
CA-2020-120621,US-OFF-BI-10000948,12.843,3,0.7,-9.85
CA-2020-120621,US-OFF-PA-10002254,295.456,14,0.2,96.02
2022-148866,US-OFF-PA-10004782,32.4,5,0,15.55
CA-2019-149594,US-FUR-FU-10000222,103.936,4,0.2,16.89
CA-2021-113845,US-FUR-BO-10004695,289.568,2,0.2,10.86
CA-2021-113845,US-OFF-ST-10003327,39.72,5,0.2,4.47
CA-2021-113845,US-TEC-PH-10003357,244.768,4,0.2,24.48
CA-2022-111262,US-TEC-AC-10002167,24,2,0.2,-2.70
CA-2022-111262,US-OFF-PA-10001937,15.552,3,0.2,5.44
CA-2022-111262,US-TEC-AC-10004510,26.176,2,0.2,-3.27
CA-2020-103135,US-FUR-FU-10001487,20.94,3,0,6.07
CA-2020-103135,US-OFF-BI-10000069,135.09,9,0,62.14
CA-2020-103135,US-TEC-AC-10003289,279.86,14,0,64.37
CA-2020-103135,US-OFF-BI-10000069,90.06,6,0,41.43
CA-2019-129147,US-TEC-PH-10001299,539.964,6,0.4,-107.99
CA-2019-129147,US-TEC-PH-10001552,50.232,7,0.4,-10.05
CA-2019-129147,US-OFF-BI-10001098,19.242,3,0.7,-13.47
CA-2022-128265,US-OFF-ST-10000142,1247.64,3,0,349.34
CA-2021-152331,US-OFF-AR-10001547,5.304,3,0.2,0.46
2021-128909,US-OFF-PA-10001593,19.136,4,0.2,5.98
2021-128909,US-FUR-FU-10004071,332.832,4,0.2,-24.96
CA-2022-102197,US-OFF-PA-10001970,279.9,5,0,137.15
CA-2022-102197,US-OFF-BI-10001524,50.352,3,0.2,17.62
CA-2022-102197,US-OFF-PA-10004156,34.02,3,0,16.67
CA-2022-167640,US-OFF-AR-10003158,23.88,6,0,8.12
CA-2022-167640,US-OFF-LA-10004559,11.52,4,0,5.64
CA-2022-167640,US-OFF-PA-10001033,286.93,7,0,140.60
CA-2022-167640,US-TEC-PH-10001336,206.384,2,0.2,23.22
2022-116652,US-FUR-CH-10002961,218.352,3,0.2,0.00
2022-116652,US-FUR-FU-10001488,529.9,5,0,105.98
2022-116652,US-OFF-AR-10001915,99.3,10,0,41.71
2022-116652,US-OFF-AP-10001205,108.96,2,0,30.51
2022-116652,US-OFF-BI-10004528,2.688,1,0.2,0.84
CA-2022-138289,US-OFF-BI-10004995,5443.96,4,0,2504.22
CA-2022-138289,US-FUR-CH-10004626,302.67,3,0,72.64
CA-2022-138289,US-OFF-PA-10001260,56.07,7,0,25.23
CA-2021-129308,US-OFF-LA-10002945,10.08,2,0.2,3.28
CA-2021-129308,US-TEC-PH-10002310,59.994,1,0.4,-13.00
CA-2021-129308,US-OFF-BI-10001525,5.715,5,0.7,-4.76
CA-2021-129308,US-OFF-BI-10001308,9.42,5,0.7,-7.85
CA-2021-157791,US-TEC-CO-10002095,1999.96,4,0,899.98
CA-2019-146864,US-OFF-ST-10004946,216.4,4,0,56.26
CA-2019-103744,US-OFF-LA-10004425,6.936,3,0.2,2.34
CA-2019-103744,US-OFF-BI-10000320,4.428,3,0.8,-6.86
2022-107384,US-OFF-AR-10001315,8.8,5,0,2.55
2022-107384,US-TEC-AC-10004595,142.8,1,0,29.99
2022-107384,US-TEC-AC-10001539,399.95,5,0,143.98
CA-2019-128209,US-OFF-BI-10001359,2152.776,3,0.2,726.56
CA-2019-128209,US-FUR-BO-10002213,4007.84,10,0.2,-50.10
CA-2019-169684,US-FUR-TA-10003008,328.59,3,0.4,-147.87
CA-2019-169684,US-OFF-ST-10000934,98.352,3,0.2,-24.59
CA-2020-109862,US-TEC-PH-10004042,158.99,1,0,41.34
CA-2020-109862,US-FUR-CH-10002439,291.1,5,0,75.69
2022-107888,US-OFF-PA-10001363,73.68,6,0,34.63
2022-107888,US-FUR-FU-10003394,139.92,2,0,23.79
2022-107888,US-TEC-PH-10003171,107.88,3,0.2,10.79
2022-107888,US-OFF-ST-10003123,33.29,1,0,7.99
2022-154872,US-OFF-BI-10003007,58.17,5,0.7,-46.54
2022-154872,US-OFF-LA-10000973,5.04,2,0.2,1.76
2022-154872,US-OFF-PA-10000483,24.784,1,0.2,7.75
CA-2019-113880,US-FUR-CH-10000863,634.116,6,0.3,-172.12
CA-2019-113880,US-OFF-PA-10003036,17.472,3,0.2,5.68
2020-164966,US-FUR-CH-10002304,155.88,6,0,38.97
CA-2020-126739,US-FUR-CH-10000422,327.564,4,0.1,21.84
CA-2022-161578,US-OFF-PA-10002986,13.36,2,0,6.41
CA-2022-161578,US-OFF-ST-10002289,158.9,5,0,7.95
CA-2019-137092,US-TEC-AC-10001606,319.968,4,0.2,71.99
CA-2019-137092,US-OFF-ST-10003805,505.32,3,0.2,31.58
CA-2019-137092,US-OFF-PA-10002109,3.808,1,0.2,1.24
CA-2019-137092,US-OFF-BI-10000632,8.682,1,0.8,-14.76
CA-2019-137092,US-OFF-LA-10003510,24.424,1,0.2,7.94
CA-2020-166947,US-FUR-CH-10004997,1522.638,9,0.1,169.18
CA-2021-160941,US-OFF-EN-10003001,419.9,5,0,197.35
CA-2021-160941,US-OFF-LA-10003766,3.15,1,0,1.51
CA-2022-144680,US-OFF-AP-10003040,33.62,5,0.8,-90.77
CA-2019-166086,US-OFF-BI-10001078,16.14,3,0,7.91
CA-2019-166086,US-FUR-TA-10003469,194.25,2,0.3,-38.85
CA-2019-166086,US-OFF-AR-10002578,8.64,3,0,2.51
CA-2019-166086,US-FUR-CH-10004675,872.32,4,0,244.25
CA-2022-131282,US-OFF-BI-10004632,243.992,4,0.8,-426.99
CA-2022-131282,US-OFF-AR-10003087,7.12,5,0.2,0.71
CA-2019-100678,US-OFF-AR-10001868,2.688,2,0.2,1.01
CA-2019-100678,US-FUR-CH-10002602,317.058,3,0.3,-18.12
CA-2019-100678,US-OFF-EN-10000056,149.352,3,0.2,50.41
CA-2019-100678,US-TEC-AC-10000474,227.976,3,0.2,28.50
CA-2021-161543,US-OFF-PA-10003971,11.96,2,0,5.86
CA-2021-160535,US-OFF-ST-10000689,563.4,4,0,67.61
CA-2021-160535,US-TEC-MA-10004255,319.92,8,0,118.37
CA-2022-123085,US-TEC-AC-10000990,1049.44,8,0,440.76
CA-2022-123085,US-FUR-CH-10003968,170.352,3,0.2,-17.04
CA-2020-153752,US-TEC-PH-10001615,173.94,6,0,50.44
CA-2019-103660,US-TEC-PH-10000895,1007.944,7,0.2,75.60
CA-2021-169887,US-OFF-PA-10003001,6.68,1,0,3.21
CA-2021-169887,US-OFF-AR-10002766,8.34,3,0,2.25
CA-2021-169887,US-FUR-FU-10003095,101.94,3,0,30.58
CA-2021-148516,US-TEC-AC-10003610,179.97,3,0,86.39
CA-2022-104731,US-OFF-AR-10003727,101.94,6,0,29.56
CA-2022-104731,US-TEC-PH-10002660,271.96,4,0,67.99
CA-2022-104731,US-FUR-FU-10003274,8.8,5,0,3.87
CA-2022-104731,US-OFF-AR-10003829,19.68,6,0,5.71
CA-2022-104731,US-FUR-BO-10003441,302.94,3,0,69.68
CA-2022-104731,US-OFF-BI-10003355,14.94,3,0,7.17
CA-2022-104731,US-OFF-SU-10003505,231.72,2,0,11.59
CA-2019-164749,US-OFF-LA-10004484,9.912,3,0.2,3.22
CA-2020-103716,US-OFF-AR-10000658,34.65,3,0,9.70
CA-2020-103716,US-TEC-PH-10000347,19.8,5,0.2,1.73
CA-2021-126795,US-OFF-BI-10001989,33.568,2,0.2,11.75
CA-2020-146290,US-OFF-AR-10001897,125.93,7,0,35.26
CA-2022-157112,US-OFF-BI-10000285,11.76,5,0.7,-7.84
CA-2022-157112,US-OFF-PA-10001804,5.344,1,0.2,1.87
CA-2019-169257,US-OFF-BI-10002557,1.365,1,0.7,-0.91
CA-2019-169257,US-OFF-PA-10002319,62.016,2,0.2,22.48
CA-2019-154095,US-FUR-FU-10003849,60.72,3,0,23.68
CA-2019-154095,US-OFF-PA-10002923,146.82,3,0,73.41
CA-2019-154095,US-FUR-CH-10004754,239.84,8,0,64.76
CA-2019-154095,US-OFF-LA-10000634,15.66,6,0,7.20
CA-2022-146346,US-OFF-ST-10001418,146.352,3,0.2,-32.93
CA-2021-148852,US-OFF-FA-10003467,5.94,3,0,0.00
CA-2021-148852,US-OFF-PA-10001293,45.36,7,0,21.77
CA-2021-148852,US-TEC-PH-10003885,211.168,4,0.2,23.76
CA-2021-148852,US-FUR-CH-10004860,484.704,6,0.2,-84.82
CA-2021-148852,US-TEC-MA-10002428,371.976,3,0.2,116.24
2020-118906,US-OFF-ST-10002406,89.82,6,0,25.15
CA-2021-168921,US-OFF-BI-10004209,19.296,3,0.2,6.03
CA-2020-107678,US-FUR-CH-10001891,191.96,2,0,51.83
CA-2020-107678,US-OFF-BI-10002215,21.3,3,0,9.80
CA-2020-107678,US-TEC-PH-10002103,469.95,5,0,131.59
CA-2020-107678,US-FUR-FU-10003394,209.88,3,0,35.68
CA-2021-123512,US-FUR-BO-10004218,239.666,2,0.15,14.10
CA-2021-123512,US-OFF-LA-10000081,22.5,6,0,10.80
CA-2021-123512,US-OFF-PA-10001497,219.84,4,0,107.72
2022-167402,US-OFF-PA-10004983,32.4,5,0,15.55
2022-167402,US-OFF-AR-10004010,209.94,6,0,54.58
2022-167402,US-OFF-SU-10002881,4164.05,5,0,83.28
2022-167402,US-FUR-BO-10001608,212.94,3,0,53.24
CA-2019-130449,US-FUR-FU-10001487,41.88,6,0,12.15
CA-2019-130449,US-OFF-LA-10001934,58.48,8,0,27.49
CA-2020-141250,US-FUR-TA-10002855,102.438,1,0.3,-13.17
CA-2020-141250,US-FUR-CH-10004875,199.304,4,0.3,-8.54
CA-2019-145541,US-TEC-MA-10001127,6999.96,4,0,2239.99
CA-2019-138513,US-OFF-PA-10003177,12.96,2,0,6.22
CA-2020-135489,US-TEC-PH-10000011,279.86,14,0,134.33
CA-2020-125696,US-OFF-BI-10001757,7.38,5,0.7,-5.41
CA-2021-105081,US-FUR-CH-10000847,698.352,3,0.2,52.38
CA-2021-105081,US-FUR-TA-10001307,1747.25,5,0,629.01
2021-146857,US-OFF-AP-10001205,54.48,1,0,15.25
CA-2021-166275,US-TEC-AC-10001838,199.99,1,0,86.00
CA-2022-144498,US-OFF-BI-10003982,68.541,11,0.7,-52.55
CA-2022-144498,US-TEC-PH-10004977,627.168,4,0.2,70.56
CA-2022-144498,US-OFF-LA-10003510,122.12,5,0.2,39.69
