orderID,orderDate,shipDate,shipMode,segment,custID,storeID,isReturned
CA-2020-141740,2020-11-01,2020-11-05,Standard Class,Consumer,JF-15490,1020,0
CA-2020-141754,2020-12-20,2020-12-25,Standard Class,Home Office,EM-14200,1106,0
CA-2020-141768,2020-05-25,2020-05-27,Second Class,Home Office,NP-18685,1008,0
CA-2020-141810,2020-11-02,2020-11-07,Standard Class,Corporate,BB-10990,1052,0
CA-2020-141936,2020-08-07,2020-08-12,Standard Class,Home Office,PN-18775,1382,0
CA-2020-142027,2020-04-09,2020-04-14,Standard Class,Consumer,JK-15370,1089,0
CA-2020-142041,2020-06-07,2020-06-09,Second Class,Corporate,EM-13810,1001,0
CA-2020-142055,2020-05-08,2020-05-10,First Class,Home Office,AB-10255,1020,0
CA-2020-142139,2020-08-31,2020-09-05,Standard Class,Home Office,SD-20485,1443,0
CA-2020-142202,2020-09-18,2020-09-23,Second Class,Corporate,JR-16210,1116,0
CA-2020-142237,2020-07-11,2020-07-13,First Class,Consumer,CK-12595,1010,0
CA-2020-142377,2020-12-04,2020-12-09,Standard Class,Corporate,MS-17980,1306,0
CA-2020-142419,2020-07-11,2020-07-13,Second Class,Consumer,SC-20380,1004,0
CA-2020-142433,2020-04-20,2020-04-25,Standard Class,Consumer,ES-14020,1012,0
CA-2020-142454,2020-08-15,2020-08-19,Standard Class,Consumer,RE-19450,1205,0
CA-2020-142475,2020-12-03,2020-12-07,Standard Class,Corporate,BS-11380,1020,0
CA-2020-142601,2020-04-18,2020-04-20,Second Class,Home Office,DE-13255,1001,1
CA-2020-142692,2020-10-23,2020-10-28,Standard Class,Corporate,AG-10495,1004,0
CA-2020-142734,2020-04-16,2020-04-21,Standard Class,Corporate,DM-13345,1020,0
CA-2020-142755,2020-09-04,2020-09-08,Standard Class,Consumer,CS-12355,1209,0
CA-2020-142930,2020-11-28,2020-12-02,Standard Class,Consumer,EB-14170,1093,0
CA-2020-142937,2020-12-05,2020-12-06,First Class,Consumer,SF-20065,1062,0
CA-2020-142944,2020-03-06,2020-03-11,Standard Class,Consumer,JL-15850,1008,0
CA-2020-142993,2020-10-12,2020-10-17,Standard Class,Consumer,KA-16525,1004,0
CA-2020-143077,2020-09-17,2020-09-21,Standard Class,Corporate,SF-20965,1012,0
CA-2020-143105,2020-12-10,2020-12-10,Same Day,Home Office,MA-17560,1020,0
CA-2020-143119,2020-09-24,2020-09-30,Standard Class,Consumer,MC-17275,1272,0
CA-2020-143147,2020-05-26,2020-05-28,Second Class,Consumer,PS-18760,1052,0
CA-2020-143238,2020-09-06,2020-09-08,First Class,Corporate,LO-17170,1365,1
CA-2020-143364,2020-07-14,2020-07-19,Second Class,Consumer,TG-21310,1134,0
CA-2020-143490,2020-12-06,2020-12-13,Standard Class,Consumer,NP-18325,1073,1
CA-2020-143532,2020-03-19,2020-03-24,Standard Class,Consumer,DC-12850,1423,0
CA-2020-143602,2020-04-25,2020-04-28,Second Class,Corporate,JS-15595,1001,1
CA-2020-143616,2020-09-27,2020-09-29,Second Class,Corporate,SS-20140,1004,0
CA-2020-143700,2020-07-26,2020-07-26,Same Day,Consumer,AS-10240,1010,0
CA-2020-143882,2020-06-26,2020-06-30,Standard Class,Home Office,DB-13360,1318,0
CA-2020-143980,2020-12-25,2020-12-29,Standard Class,Home Office,JK-15640,1020,0
CA-2020-144043,2020-05-10,2020-05-15,Standard Class,Consumer,AB-10165,1110,0
CA-2020-144099,2020-11-29,2020-11-30,Same Day,Home Office,PO-19195,1008,0
CA-2020-144190,2020-06-09,2020-06-13,Standard Class,Consumer,NC-18415,1220,0
CA-2020-144253,2020-05-04,2020-05-09,Second Class,Corporate,AS-10225,1020,0
CA-2020-144267,2020-08-21,2020-08-23,First Class,Home Office,NZ-18565,1008,1
CA-2020-144274,2020-11-23,2020-11-25,Second Class,Consumer,PW-19240,1040,0
CA-2020-144288,2020-12-25,2020-12-31,Standard Class,Consumer,MB-17305,1367,0
CA-2020-144302,2020-06-19,2020-06-23,Standard Class,Home Office,ME-17320,1062,0
CA-2020-144386,2020-11-05,2020-11-11,Standard Class,Corporate,GT-14635,1020,0
CA-2020-144519,2020-11-13,2020-11-17,Standard Class,Home Office,AW-10930,1496,0
CA-2020-144652,2020-11-20,2020-11-26,Standard Class,Home Office,SN-20560,1001,0
CA-2020-144722,2020-03-16,2020-03-23,Standard Class,Corporate,MF-18250,1001,0
CA-2020-144806,2020-12-06,2020-12-11,Standard Class,Consumer,GH-14425,1098,0
CA-2020-144890,2020-12-25,2020-12-29,Standard Class,Home Office,SM-20320,1001,0
CA-2020-145065,2020-12-12,2020-12-15,First Class,Consumer,DK-13375,1073,0
CA-2020-145184,2020-11-27,2020-11-29,First Class,Corporate,JD-16150,1258,0
CA-2020-145324,2020-11-15,2020-11-19,Standard Class,Home Office,DH-13675,1218,0
CA-2020-145352,2020-03-16,2020-03-22,Standard Class,Consumer,CM-12385,1129,0
CA-2020-145394,2020-11-16,2020-11-20,Standard Class,Corporate,MC-17605,1022,0
CA-2020-145401,2020-01-30,2020-02-04,Standard Class,Consumer,JP-15520,1012,0
CA-2020-145415,2020-04-12,2020-04-17,Second Class,Home Office,RD-19660,1004,0
CA-2020-145457,2020-03-24,2020-03-27,Second Class,Corporate,CP-12085,1444,0
CA-2020-145485,2020-11-05,2020-11-05,Same Day,Consumer,JM-16195,1008,0
CA-2020-145758,2020-10-30,2020-10-30,Same Day,Corporate,BF-11020,1020,0
CA-2020-145814,2020-11-19,2020-11-24,Standard Class,Consumer,KD-16345,1020,0
CA-2020-145821,2020-05-01,2020-05-07,Standard Class,Corporate,JB-15400,1001,0
CA-2020-145828,2020-10-05,2020-10-07,First Class,Consumer,MB-17305,1078,0
CA-2020-145835,2020-05-13,2020-05-18,Second Class,Home Office,BF-11170,1022,0
CA-2020-145849,2020-09-15,2020-09-17,Second Class,Consumer,CT-11995,1277,0
CA-2020-146038,2020-02-09,2020-02-16,Standard Class,Consumer,SJ-20215,1001,0
CA-2020-146087,2020-07-06,2020-07-11,Standard Class,Home Office,PP-18955,1354,0
CA-2020-146255,2020-03-07,2020-03-10,First Class,Home Office,EM-14140,1258,1
CA-2020-146262,2020-01-02,2020-01-09,Standard Class,Corporate,VW-21775,1066,1
CA-2020-146290,2020-05-04,2020-05-11,Standard Class,Corporate,SV-20815,1277,0
CA-2020-146465,2020-11-20,2020-11-24,Standard Class,Home Office,PB-18805,1008,0
CA-2020-146486,2020-11-09,2020-11-14,Second Class,Consumer,DV-13465,1162,1
CA-2020-146563,2020-08-24,2020-08-28,Standard Class,Consumer,CB-12025,1151,0
CA-2020-146675,2020-04-16,2020-04-20,Standard Class,Consumer,SB-20185,1163,0
CA-2020-146696,2020-12-14,2020-12-19,Standard Class,Consumer,RD-19480,1073,0
CA-2020-146829,2020-03-10,2020-03-10,Same Day,Consumer,TS-21340,1012,0
CA-2020-146948,2020-07-16,2020-07-20,Standard Class,Home Office,MG-17890,1281,0
CA-2020-147011,2020-06-18,2020-06-22,Standard Class,Corporate,HR-14830,1106,0
CA-2020-147102,2020-09-19,2020-09-26,Standard Class,Corporate,NH-18610,1095,0
CA-2020-147501,2020-08-02,2020-08-06,Standard Class,Consumer,CL-12640,1004,0
CA-2020-147529,2020-02-07,2020-02-11,Standard Class,Corporate,DK-12835,1024,0
CA-2020-147690,2020-11-10,2020-11-14,Standard Class,Consumer,SC-20020,1010,0
CA-2020-147788,2020-05-31,2020-06-04,Standard Class,Consumer,TM-21010,1011,0
CA-2020-147816,2020-09-24,2020-09-26,Second Class,Consumer,CM-11935,1098,0
CA-2020-147830,2020-12-15,2020-12-18,First Class,Consumer,NF-18385,1046,0
CA-2020-147851,2020-12-03,2020-12-08,Standard Class,Home Office,MP-17470,1020,0
CA-2020-147879,2020-05-07,2020-05-12,Standard Class,Consumer,CC-12220,1525,0
CA-2020-148180,2020-07-26,2020-07-31,Standard Class,Corporate,BP-11095,1541,0
CA-2020-148250,2020-12-13,2020-12-17,Standard Class,Corporate,RP-19270,1189,0
CA-2020-148376,2020-12-27,2020-12-31,Standard Class,Consumer,AG-10900,1001,0
CA-2020-148432,2020-11-07,2020-11-10,Second Class,Corporate,MC-18130,1258,0
CA-2020-148495,2020-08-13,2020-08-13,Same Day,Consumer,SF-20065,1255,0
CA-2020-148628,2020-12-06,2020-12-11,Standard Class,Home Office,KM-16375,1352,0
CA-2020-148635,2020-07-25,2020-07-27,Second Class,Consumer,MH-18025,1004,0
CA-2020-148705,2020-03-12,2020-03-18,Standard Class,Consumer,EB-14170,1035,0
CA-2020-148712,2020-04-17,2020-04-23,Standard Class,Consumer,JM-15535,1020,0
CA-2020-148859,2020-12-28,2021-01-01,Standard Class,Consumer,FH-14350,1022,0
CA-2020-148873,2020-10-01,2020-10-05,Standard Class,Consumer,EM-13960,1099,1
CA-2020-148964,2020-05-26,2020-05-31,Standard Class,Consumer,RD-19900,1265,0
CA-2020-149083,2020-09-25,2020-09-30,Standard Class,Corporate,SH-19975,1004,0
CA-2020-149097,2020-10-20,2020-10-24,Standard Class,Consumer,SV-20785,1001,0
CA-2020-149300,2020-11-22,2020-11-23,First Class,Consumer,BH-11710,1161,0
CA-2020-149342,2020-04-20,2020-04-25,Standard Class,Corporate,TS-21160,1095,1
CA-2020-149384,2020-07-10,2020-07-10,Same Day,Consumer,EH-13945,1259,0
CA-2020-149517,2020-09-19,2020-09-23,Standard Class,Home Office,FC-14245,1351,0
CA-2020-149566,2020-12-05,2020-12-10,Standard Class,Corporate,GB-14530,1001,0
CA-2020-149587,2020-01-31,2020-02-05,Second Class,Consumer,KB-16315,1031,0
CA-2020-149601,2020-05-28,2020-06-03,Standard Class,Consumer,TB-21625,1096,0
CA-2020-149636,2020-01-06,2020-01-12,Standard Class,Corporate,SP-20620,1081,1
CA-2020-149650,2020-10-24,2020-10-27,First Class,Home Office,RD-19660,1205,1
CA-2020-149678,2020-04-13,2020-04-15,Second Class,Consumer,AW-10840,1188,0
CA-2020-149713,2020-09-18,2020-09-22,Second Class,Consumer,TG-21640,1089,0
CA-2020-149734,2020-09-03,2020-09-08,Standard Class,Corporate,JC-16105,1028,0
CA-2020-149748,2020-05-31,2020-06-02,Second Class,Corporate,EM-13825,1307,0
CA-2020-149811,2020-01-04,2020-01-10,Standard Class,Corporate,CS-12250,1504,0
CA-2020-149846,2020-05-22,2020-05-26,Standard Class,Consumer,SB-20185,1001,0
CA-2020-149909,2020-11-13,2020-11-17,Standard Class,Consumer,RA-19915,1117,0
CA-2020-149972,2020-09-21,2020-09-23,First Class,Home Office,CD-12790,1001,0
CA-2020-149993,2020-03-19,2020-03-20,First Class,Consumer,GA-14725,1168,0
CA-2020-150196,2020-07-02,2020-07-03,First Class,Home Office,SR-20740,1020,0
CA-2020-150308,2020-12-15,2020-12-20,Standard Class,Corporate,RR-19525,1158,0
CA-2020-150413,2020-10-19,2020-10-24,Second Class,Consumer,CS-11860,1062,0
CA-2020-150441,2020-08-13,2020-08-17,Second Class,Consumer,RA-19285,1211,0
CA-2020-150511,2020-09-18,2020-09-24,Standard Class,Home Office,AB-10060,1102,0
CA-2020-150560,2020-12-11,2020-12-12,First Class,Consumer,SW-20455,1276,0
CA-2020-150714,2020-10-26,2020-11-01,Standard Class,Corporate,KH-16690,1302,0
CA-2020-150749,2020-03-29,2020-04-03,Second Class,Consumer,AS-10240,1024,0
CA-2020-150770,2020-05-03,2020-05-06,First Class,Consumer,LC-16870,1008,1
CA-2020-150791,2020-09-06,2020-09-13,Standard Class,Home Office,CC-12430,1020,0
CA-2020-150875,2020-11-16,2020-11-20,Standard Class,Corporate,HK-14890,1452,1
CA-2020-151043,2020-11-14,2020-11-20,Standard Class,Home Office,MG-17680,1010,0
CA-2020-151253,2020-04-22,2020-04-26,Standard Class,Consumer,AZ-10750,1001,0
CA-2020-151470,2020-09-20,2020-09-26,Standard Class,Consumer,AM-10705,1104,0
CA-2020-151547,2020-01-17,2020-01-23,Standard Class,Consumer,AH-10465,1529,1
CA-2020-151589,2020-12-27,2020-12-30,First Class,Consumer,RE-19450,1396,0
CA-2020-151624,2020-09-08,2020-09-14,Standard Class,Corporate,VW-21775,1133,0
CA-2020-151680,2020-11-19,2020-11-21,Second Class,Home Office,TC-21475,1004,0
CA-2020-151722,2020-10-05,2020-10-09,Standard Class,Consumer,IL-15100,1038,0
CA-2020-151785,2020-03-05,2020-03-10,Standard Class,Consumer,JJ-15445,1022,0
CA-2020-151841,2020-04-27,2020-05-02,Standard Class,Home Office,TC-21475,1034,0
CA-2020-151869,2020-09-25,2020-09-25,Same Day,Consumer,CS-11950,1238,0
CA-2020-152513,2020-07-04,2020-07-08,Second Class,Home Office,JP-16135,1073,0
CA-2020-152527,2020-10-17,2020-10-17,Same Day,Consumer,CM-12190,1001,0
CA-2020-152611,2020-02-20,2020-02-23,Second Class,Consumer,KA-16525,1319,0
CA-2020-152681,2020-01-17,2020-01-22,Standard Class,Corporate,SC-20260,1111,0
CA-2020-152891,2020-10-25,2020-10-30,Standard Class,Consumer,TB-21625,1008,0
CA-2020-153038,2020-12-18,2020-12-25,Standard Class,Corporate,RB-19645,1026,0
CA-2020-153073,2020-11-13,2020-11-13,Same Day,Consumer,HA-14905,1022,0
CA-2020-153108,2020-03-05,2020-03-09,Standard Class,Consumer,SF-20200,1345,0
CA-2020-153220,2020-11-12,2020-11-14,First Class,Corporate,YC-21895,1001,1
CA-2020-153325,2020-03-01,2020-03-02,Second Class,Consumer,ST-20530,1230,0
CA-2020-153381,2020-09-24,2020-09-28,Standard Class,Home Office,DE-13255,1417,0
CA-2020-153388,2020-08-01,2020-08-07,Standard Class,Home Office,PC-19000,1001,0
CA-2020-153416,2020-11-24,2020-11-29,Standard Class,Consumer,TS-21340,1001,0
CA-2020-153423,2020-06-22,2020-06-27,Standard Class,Consumer,SW-20455,1125,0
CA-2020-153535,2020-05-20,2020-05-24,Standard Class,Consumer,SG-20470,1547,0
CA-2020-153549,2020-03-29,2020-03-31,Second Class,Home Office,SL-20155,1116,0
CA-2020-153612,2020-12-22,2020-12-27,Standard Class,Home Office,BT-11305,1442,0
CA-2020-153626,2020-07-09,2020-07-14,Standard Class,Consumer,EB-13870,1367,0
CA-2020-153717,2020-12-25,2021-01-01,Standard Class,Corporate,DL-13495,1068,0
CA-2020-153738,2020-09-20,2020-09-22,First Class,Consumer,AG-10270,1111,0
CA-2020-153752,2020-12-06,2020-12-11,Second Class,Consumer,RO-19780,1085,0
CA-2020-153794,2020-09-11,2020-09-16,Standard Class,Corporate,SB-20290,1073,0
CA-2020-153878,2020-04-25,2020-04-30,Standard Class,Consumer,TS-21655,1175,0
CA-2020-153906,2020-03-16,2020-03-20,Standard Class,Corporate,MS-17980,1020,0
CA-2020-154144,2020-12-20,2020-12-24,Standard Class,Corporate,MH-17785,1123,0
CA-2020-154200,2020-06-18,2020-06-22,Standard Class,Consumer,BG-11740,1073,0
CA-2020-154284,2020-12-21,2020-12-26,Second Class,Home Office,SZ-20035,1558,0
CA-2020-154291,2020-07-25,2020-07-29,Standard Class,Corporate,YS-21880,1133,0
CA-2020-154326,2020-02-15,2020-02-19,Standard Class,Corporate,RP-19855,1282,0
CA-2020-154340,2020-11-29,2020-11-30,First Class,Home Office,EK-13795,1174,0
CA-2020-154620,2020-12-12,2020-12-16,Standard Class,Consumer,LT-17110,1168,0
CA-2020-154746,2020-11-14,2020-11-17,First Class,Corporate,PJ-18835,1024,0
CA-2020-154795,2020-12-20,2020-12-24,Standard Class,Consumer,GZ-14470,1460,0
CA-2020-154823,2020-08-21,2020-08-25,Standard Class,Corporate,KN-16390,1136,0
CA-2020-154886,2020-11-08,2020-11-12,Standard Class,Consumer,SW-20455,1008,0
CA-2020-154900,2020-02-25,2020-03-01,Standard Class,Consumer,SS-20875,1315,0
CA-2020-154921,2020-05-23,2020-05-28,Standard Class,Corporate,EA-14035,1029,0
CA-2020-154956,2020-07-04,2020-07-09,Standard Class,Consumer,IM-15070,1175,0
CA-2020-154970,2020-01-05,2020-01-10,Standard Class,Home Office,SR-20740,1004,1
CA-2020-155040,2020-11-10,2020-11-15,Standard Class,Consumer,AH-10210,1075,0
CA-2020-155054,2020-06-13,2020-06-19,Standard Class,Home Office,PS-19045,1479,0
CA-2020-155068,2020-10-23,2020-10-23,Same Day,Consumer,RA-19285,1132,0
CA-2020-155124,2020-03-15,2020-03-21,Standard Class,Corporate,KS-16300,1490,0
CA-2020-155145,2020-12-27,2020-12-29,Second Class,Corporate,KN-16450,1410,0
CA-2020-155306,2020-04-17,2020-04-21,Standard Class,Consumer,GA-14515,1008,0
CA-2020-155334,2020-07-30,2020-07-31,First Class,Consumer,HA-14920,1008,0
CA-2020-155453,2020-08-09,2020-08-14,Standard Class,Corporate,RA-19885,1116,0
CA-2020-155586,2020-12-12,2020-12-16,Second Class,Consumer,XP-21865,1521,0
CA-2020-155600,2020-12-04,2020-12-07,Second Class,Consumer,RO-19780,1350,0
CA-2020-155635,2020-05-09,2020-05-13,Standard Class,Consumer,ME-17725,1152,0
CA-2020-155761,2020-12-11,2020-12-11,Same Day,Consumer,SC-20800,1012,1
CA-2020-156013,2020-09-20,2020-09-26,Standard Class,Corporate,TC-20980,1228,0
CA-2020-156104,2020-12-06,2020-12-08,Second Class,Home Office,NP-18685,1277,0
CA-2020-156118,2020-12-08,2020-12-12,Standard Class,Corporate,HG-14965,1081,0
CA-2020-156146,2020-10-26,2020-10-30,Second Class,Corporate,AG-10495,1317,0
CA-2020-156153,2020-05-31,2020-06-02,Second Class,Home Office,CW-11905,1228,0
CA-2020-156328,2020-11-30,2020-12-05,Standard Class,Consumer,RM-19375,1287,0
CA-2020-156335,2020-09-25,2020-09-28,Second Class,Home Office,PO-19195,1278,0
CA-2020-156377,2020-12-31,2021-01-05,Standard Class,Consumer,TB-21625,1056,0
CA-2020-156440,2020-12-05,2020-12-09,Standard Class,Corporate,MH-17620,1073,1
CA-2020-156482,2020-02-06,2020-02-13,Standard Class,Consumer,IL-15100,1040,0
CA-2020-156510,2020-09-25,2020-09-29,Standard Class,Consumer,EH-13990,1289,0
CA-2020-156524,2020-11-20,2020-11-26,Standard Class,Consumer,DL-12865,1020,0
CA-2020-156566,2020-10-01,2020-10-04,First Class,Consumer,EM-13960,1032,0
CA-2020-156608,2020-10-24,2020-10-29,Standard Class,Home Office,MT-18070,1052,0
CA-2020-156734,2020-06-18,2020-06-20,First Class,Corporate,BV-11245,1270,0
CA-2020-156755,2020-01-12,2020-01-18,Standard Class,Corporate,YS-21880,1258,0
CA-2020-156853,2020-12-03,2020-12-05,Second Class,Home Office,HP-14815,1182,0
CA-2020-156923,2020-02-16,2020-02-20,Standard Class,Corporate,SP-20860,1327,0
CA-2020-157028,2020-11-28,2020-12-03,Standard Class,Home Office,MA-17995,1376,0
CA-2020-157035,2020-12-09,2020-12-12,First Class,Corporate,KB-16600,1117,0
CA-2020-157084,2020-12-19,2020-12-24,Standard Class,Consumer,JG-15160,1001,0
CA-2020-157133,2020-11-28,2020-12-03,Standard Class,Consumer,LC-16885,1434,0
CA-2020-157287,2020-12-22,2020-12-23,First Class,Corporate,HR-14830,1010,0
CA-2020-157322,2020-07-02,2020-07-06,Standard Class,Consumer,RH-19600,1421,0
CA-2020-157343,2020-06-07,2020-06-11,Standard Class,Home Office,HD-14785,1010,0
CA-2020-157434,2020-04-29,2020-05-04,Second Class,Home Office,JK-15640,1010,0
CA-2020-157770,2020-12-13,2020-12-15,First Class,Consumer,RD-19585,1412,1
CA-2020-157805,2020-08-31,2020-09-04,Standard Class,Home Office,RH-19510,1073,0
CA-2020-157812,2020-03-22,2020-03-26,Standard Class,Consumer,DB-13210,1012,1
CA-2020-157959,2020-02-03,2020-02-04,First Class,Corporate,RW-19540,1001,0
CA-2020-158148,2020-12-20,2020-12-26,Standard Class,Consumer,JM-15865,1085,0
CA-2020-158323,2020-11-30,2020-12-03,First Class,Corporate,AB-10600,1196,0
CA-2020-158351,2020-06-20,2020-06-24,Second Class,Home Office,BC-11125,1010,0
CA-2020-158421,2020-09-21,2020-09-26,Standard Class,Consumer,GB-14575,1029,0
CA-2020-158456,2020-12-24,2020-12-29,Standard Class,Consumer,KT-16465,1001,0
CA-2020-158491,2020-06-04,2020-06-09,Second Class,Consumer,BP-11155,1001,0
CA-2020-158554,2020-11-09,2020-11-09,Same Day,Consumer,CM-12190,1010,0
CA-2020-158659,2020-11-10,2020-11-14,Second Class,Corporate,SC-20695,1211,0
CA-2020-158701,2020-01-05,2020-01-10,Standard Class,Home Office,JL-15175,1008,0
CA-2020-158792,2020-12-26,2021-01-02,Standard Class,Consumer,BD-11605,1111,0
CA-2020-158918,2020-12-20,2020-12-25,Second Class,Consumer,AI-10855,1001,0
CA-2020-158939,2020-11-26,2020-12-01,Standard Class,Corporate,EA-14035,1306,0
CA-2020-159380,2020-05-12,2020-05-16,Standard Class,Consumer,CS-12505,1008,0
CA-2020-159534,2020-03-20,2020-03-23,First Class,Corporate,DH-13075,1020,0
CA-2020-159590,2020-07-18,2020-07-21,First Class,Corporate,KC-16255,1020,0
CA-2020-159779,2020-09-25,2020-09-29,Standard Class,Consumer,SB-20185,1182,0
CA-2020-159786,2020-10-12,2020-10-17,Second Class,Consumer,RK-19300,1125,0
CA-2020-159863,2020-09-04,2020-09-07,Second Class,Corporate,DS-13180,1012,0
CA-2020-160059,2020-11-27,2020-12-01,Standard Class,Home Office,TB-21190,1126,0
CA-2020-160171,2020-10-19,2020-10-24,Standard Class,Home Office,RM-19675,1001,0
CA-2020-160213,2020-03-08,2020-03-13,Standard Class,Corporate,AR-10825,1228,0
CA-2020-160227,2020-11-02,2020-11-04,First Class,Home Office,ED-13885,1020,0
CA-2020-160472,2020-07-20,2020-07-25,Second Class,Consumer,RK-19300,1291,0
CA-2020-160696,2020-09-06,2020-09-10,Standard Class,Corporate,CK-12760,1367,0
CA-2020-160787,2020-09-25,2020-09-25,Same Day,Consumer,BM-11785,1010,0
CA-2020-160794,2020-08-06,2020-08-08,First Class,Corporate,MS-17980,1012,0
CA-2020-160864,2020-05-03,2020-05-06,First Class,Home Office,NF-18595,1049,0
CA-2020-161214,2020-10-05,2020-10-08,Second Class,Corporate,SF-20965,1040,0
CA-2020-161242,2020-06-01,2020-06-08,Standard Class,Home Office,CG-12040,1001,0
CA-2020-161263,2020-04-16,2020-04-21,Standard Class,Corporate,TS-21160,1187,0
CA-2020-161445,2020-09-07,2020-09-09,Second Class,Corporate,CC-12610,1028,0
CA-2020-161452,2020-04-05,2020-04-11,Standard Class,Corporate,CA-11965,1001,0
CA-2020-161627,2020-07-06,2020-07-11,Standard Class,Consumer,SJ-20215,1045,1
CA-2020-161711,2020-11-28,2020-12-03,Standard Class,Corporate,MC-17425,1020,0
CA-2020-161718,2020-12-04,2020-12-10,Standard Class,Consumer,SO-20335,1391,0
CA-2020-161767,2020-11-20,2020-11-24,Standard Class,Corporate,GK-14620,1062,0
CA-2020-161795,2020-12-21,2020-12-23,Second Class,Corporate,AH-10075,1038,0
CA-2020-161830,2020-09-24,2020-09-26,Second Class,Consumer,ME-17725,1004,0
CA-2020-161998,2020-05-01,2020-05-05,Standard Class,Corporate,DB-13120,1070,0
CA-2020-162047,2020-11-03,2020-11-05,First Class,Corporate,FH-14365,1228,0
CA-2020-162166,2020-09-08,2020-09-11,First Class,Consumer,NM-18520,1492,1
CA-2020-162201,2020-06-08,2020-06-12,Standard Class,Corporate,AG-10495,1088,0
CA-2020-162369,2020-08-15,2020-08-19,Standard Class,Corporate,TT-21265,1001,0
CA-2020-162376,2020-11-22,2020-11-25,Second Class,Home Office,HD-14785,1537,0
CA-2020-162537,2020-10-28,2020-11-03,Standard Class,Consumer,RD-19585,1000,0
CA-2020-162544,2020-12-16,2020-12-19,First Class,Consumer,SG-20080,1004,0
CA-2020-162607,2020-05-12,2020-05-18,Standard Class,Consumer,RO-19780,1004,0
CA-2020-162621,2020-09-05,2020-09-11,Standard Class,Home Office,CA-12055,1012,0
CA-2020-162761,2020-10-09,2020-10-13,Standard Class,Consumer,SC-20575,1106,0
CA-2020-162782,2020-02-21,2020-02-27,Standard Class,Consumer,PW-19240,1183,0
CA-2020-162887,2020-11-07,2020-11-09,Second Class,Consumer,SV-20785,1342,0
CA-2020-162950,2020-06-28,2020-07-03,Second Class,Corporate,DW-13585,1384,0
CA-2020-162964,2020-11-12,2020-11-18,Standard Class,Corporate,MF-18250,1012,0
CA-2020-163055,2020-08-09,2020-08-16,Standard Class,Corporate,DS-13180,1068,0
CA-2020-163090,2020-11-17,2020-11-21,Second Class,Consumer,GH-14665,1022,0
CA-2020-163104,2020-03-19,2020-03-26,Standard Class,Corporate,MC-18130,1001,0
CA-2020-163181,2020-11-07,2020-11-12,Standard Class,Consumer,AB-10105,1012,0
CA-2020-163237,2020-08-07,2020-08-09,Second Class,Corporate,EM-14095,1024,0
CA-2020-163440,2020-03-22,2020-03-24,First Class,Consumer,RD-19900,1352,0
CA-2020-163587,2020-03-14,2020-03-18,Standard Class,Consumer,EP-13915,1327,0
CA-2020-163734,2020-06-19,2020-06-24,Standard Class,Home Office,KM-16375,1012,0
CA-2020-163762,2020-11-27,2020-12-01,Standard Class,Consumer,JE-15475,1020,0
CA-2020-163895,2020-08-07,2020-08-11,Standard Class,Corporate,NS-18640,1452,0
CA-2020-163923,2020-05-30,2020-06-03,Standard Class,Home Office,BD-11560,1024,0
CA-2020-163965,2020-11-20,2020-11-27,Standard Class,Consumer,SS-20875,1106,0
CA-2020-164007,2020-06-08,2020-06-12,Standard Class,Consumer,MG-17695,1022,0
CA-2020-164084,2020-09-07,2020-09-12,Standard Class,Corporate,AG-10525,1020,0
CA-2020-164301,2020-03-26,2020-03-30,Standard Class,Corporate,EB-13840,1004,0
CA-2020-164336,2020-07-05,2020-07-10,Standard Class,Consumer,MW-18220,1010,0
CA-2020-164427,2020-07-31,2020-08-06,Standard Class,Corporate,AR-10405,1473,0
CA-2020-164441,2020-11-08,2020-11-13,Standard Class,Consumer,AC-10450,1020,0
CA-2020-164497,2020-11-28,2020-11-30,First Class,Consumer,AJ-10945,1008,0
CA-2020-164539,2020-11-16,2020-11-22,Standard Class,Home Office,PO-19180,1020,0
CA-2020-164567,2020-06-15,2020-06-19,Standard Class,Corporate,GK-14620,1001,0
CA-2020-164623,2020-10-20,2020-10-22,First Class,Consumer,MS-17770,1020,0
CA-2020-164777,2020-01-27,2020-01-29,First Class,Consumer,SC-20305,1001,0
CA-2020-164833,2020-06-04,2020-06-04,Same Day,Consumer,LL-16840,1004,0
CA-2020-164882,2020-10-31,2020-10-31,Same Day,Consumer,SG-20080,1057,1
CA-2020-165050,2020-12-07,2020-12-09,First Class,Consumer,AH-10210,1020,0
CA-2020-165057,2020-09-11,2020-09-15,Standard Class,Consumer,SC-20725,1057,0
CA-2020-165085,2020-12-27,2020-12-31,Standard Class,Home Office,BT-11485,1207,0
CA-2020-165162,2020-05-14,2020-05-21,Standard Class,Consumer,HG-15025,1001,0
CA-2020-165414,2020-12-21,2020-12-24,First Class,Consumer,LS-17245,1196,0
CA-2020-165554,2020-05-18,2020-05-22,Standard Class,Corporate,AJ-10780,1001,0
CA-2020-165624,2020-08-23,2020-08-28,Standard Class,Consumer,FH-14350,1129,0
CA-2020-165799,2020-06-29,2020-07-02,First Class,Consumer,SG-20470,1020,0
CA-2020-165813,2020-03-20,2020-03-22,Second Class,Consumer,BM-11785,1139,0
CA-2020-166135,2020-10-01,2020-10-06,Standard Class,Corporate,SC-20440,1034,0
CA-2020-166219,2020-08-28,2020-09-01,Standard Class,Corporate,BP-11185,1062,0
CA-2020-166338,2020-12-06,2020-12-07,First Class,Home Office,MP-18175,1384,0
