prodID,storeID
US-FUR-FU-10001967,1091
EU-FUR-CH-10002927,1927
US-FUR-FU-10004845,1001
EU-TEC-PH-10000270,1910
US-OFF-BI-10002353,1216
EU-TEC-MA-10004603,1916
US-OFF-FA-10003059,1336
US-OFF-SU-10000952,1240
US-OFF-BI-10002353,1210
US-FUR-FU-10003192,1515
EU-OFF-LA-10000356,2379
US-TEC-AC-10000927,1027
EU-OFF-PA-10001858,1806
US-OFF-ST-10002743,1124
US-OFF-AR-10003158,1170
US-OFF-PA-10003673,1439
EU-OFF-BI-10004028,1919
EU-TEC-AC-10001566,2303
US-OFF-ST-10002444,1117
US-OFF-SU-10004737,1049
EU-OFF-ST-10001547,1841
EU-OFF-FA-10000260,1791
US-OFF-ST-10002444,1186
US-OFF-FA-10000585,1158
EU-TEC-AC-10003463,1779
EU-TEC-CO-10004976,1881
EU-FUR-BO-10000684,1675
US-FUR-FU-10004665,1194
US-OFF-ST-10004340,1001
US-OFF-PA-10001970,1331
US-OFF-AP-10000055,1001
US-OFF-PA-10000349,1258
US-OFF-ST-10004340,1008
EU-OFF-SU-10002346,1797
EU-OFF-ST-10000643,1647
US-OFF-BI-10003718,1474
EU-OFF-BI-10000894,2424
EU-TEC-PH-10003847,1636
US-OFF-PA-10002195,1272
US-OFF-BI-10002071,1004
US-OFF-BI-10002071,1001
US-FUR-FU-10004909,1046
US-OFF-ST-10001526,1020
EU-OFF-ST-10000130,2201
US-OFF-LA-10003663,1008
US-FUR-FU-10004587,1269
US-TEC-AC-10001838,1174
US-OFF-AP-10000055,1012
EU-TEC-MA-10004772,1654
EU-OFF-AR-10000219,1726
EU-OFF-BI-10003708,1646
US-OFF-PA-10002195,1260
US-TEC-AC-10003038,1259
EU-OFF-FA-10003789,1840
US-FUR-FU-10004909,1012
US-OFF-ST-10002444,1165
US-TEC-MA-10001856,1367
EU-OFF-FA-10003789,1848
US-OFF-PA-10001970,1306
EU-OFF-EN-10001993,2077
EU-OFF-AR-10000124,2260
EU-OFF-FA-10001520,1711
US-OFF-AR-10003158,1124
EU-OFF-BI-10003152,1832
US-TEC-AC-10004227,1259
EU-OFF-LA-10002651,1876
US-OFF-PA-10000349,1279
US-OFF-AP-10002651,1002
US-OFF-AP-10002651,1001
EU-OFF-BI-10003708,1636
US-TEC-AC-10003116,1175
US-OFF-ST-10002444,1156
US-OFF-BI-10001191,1229
US-OFF-AP-10002651,1008
US-TEC-AC-10003038,1266
US-FUR-FU-10004909,1022
EU-OFF-BI-10004028,1957
EU-FUR-TA-10004680,1654
EU-OFF-SU-10002379,2201
EU-OFF-LA-10004744,1850
US-OFF-AP-10003266,1010
US-FUR-BO-10002916,1004
US-OFF-AR-10003759,1424
US-OFF-PA-10003072,1186
US-TEC-AC-10002134,1010
US-OFF-ST-10002790,1062
US-FUR-BO-10001972,1215
EU-FUR-TA-10002568,2334
EU-TEC-PH-10002932,2094
EU-FUR-BO-10003905,2219
US-TEC-AC-10002942,1052
EU-OFF-ST-10002172,2313
EU-FUR-BO-10004704,1749
EU-OFF-BI-10001754,1636
EU-OFF-AR-10000715,1633
EU-OFF-ST-10004296,1756
US-OFF-BI-10003925,1194
EU-OFF-PA-10003937,2368
EU-TEC-MA-10002316,1977
US-OFF-ST-10002292,1541
US-OFF-ST-10000025,1166
US-TEC-PH-10002834,1152
US-OFF-AR-10004999,1068
EU-FUR-BO-10004327,1794
EU-OFF-AP-10003032,2121
US-OFF-ST-10004340,1046
EU-OFF-LA-10004594,1684
EU-TEC-MA-10004446,1658
US-OFF-AR-10004999,1060
EU-TEC-AC-10004709,2308
EU-FUR-CH-10000807,1953
US-OFF-AP-10003266,1070
US-TEC-AC-10003198,1558
EU-OFF-BI-10003124,2260
US-OFF-PA-10001569,1021
US-OFF-PA-10004071,1001
EU-OFF-AR-10000399,1968
EU-TEC-CO-10001894,1614
US-FUR-FU-10001037,1211
EU-OFF-EN-10002955,2260
US-OFF-SU-10002189,1004
US-OFF-AP-10004052,1005
US-OFF-AP-10004052,1001
US-OFF-ST-10001526,1010
EU-OFF-ST-10004577,2450
US-TEC-AC-10001142,1149
US-TEC-MA-10003674,1012
EU-OFF-BI-10003705,1924
EU-OFF-AR-10001269,1915
US-OFF-BI-10004099,1172
US-TEC-AC-10001383,1001
EU-OFF-ST-10004473,1935
EU-OFF-LA-10000707,1888
US-FUR-BO-10001337,1183
US-TEC-PH-10001448,1073
US-TEC-AC-10001383,1008
EU-OFF-LA-10000700,1647
EU-OFF-BI-10003708,1676
EU-OFF-BI-10003708,1675
US-OFF-AR-10003338,1029
US-OFF-AR-10003338,1022
EU-TEC-MA-10004772,1604
US-OFF-ST-10001526,1001
EU-OFF-BI-10003705,1936
US-OFF-PA-10004071,1020
US-OFF-PA-10001667,1073
US-OFF-LA-10003663,1022
EU-TEC-PH-10003439,2464
EU-OFF-AR-10000124,2295
US-OFF-ST-10000344,1012
EU-OFF-AR-10002255,1647
US-OFF-BI-10004965,1068
EU-OFF-AR-10000124,2293
EU-OFF-SU-10002342,2344
US-FUR-FU-10001967,1020
US-OFF-ST-10002790,1020
US-OFF-ST-10004340,1035
EU-OFF-LA-10003278,2007
EU-OFF-FA-10001330,1654
EU-OFF-AR-10001606,1850
US-OFF-FA-10002763,1207
EU-OFF-BI-10000538,1656
EU-OFF-BI-10003708,1665
EU-TEC-CO-10003474,2342
EU-OFF-ST-10000130,2218
EU-OFF-FA-10000670,1687
US-OFF-AP-10002651,1052
EU-TEC-MA-10001015,1984
EU-OFF-ST-10000130,2295
EU-TEC-PH-10003439,2479
US-OFF-PA-10002968,1073
US-OFF-PA-10001667,1042
EU-TEC-CO-10001633,1799
US-OFF-ST-10000344,1022
US-OFF-BI-10004965,1018
EU-OFF-AR-10002116,1636
EU-OFF-ST-10003266,2630
US-OFF-ST-10000344,1020
US-OFF-BI-10004965,1012
EU-OFF-AR-10002255,1674
US-OFF-AR-10001860,1068
EU-TEC-AC-10001949,2201
EU-OFF-ST-10003266,2622
EU-TEC-MA-10002118,2119
EU-TEC-MA-10004897,2280
US-OFF-AR-10003338,1008
EU-TEC-PH-10004105,2069
US-FUR-BO-10001337,1106
EU-OFF-FA-10003789,1899
US-OFF-PA-10001667,1057
US-OFF-PA-10003673,1411
EU-OFF-PA-10004990,2072
EU-OFF-AR-10002116,1623
EU-OFF-SU-10001086,1797
US-OFF-BI-10000962,1004
EU-OFF-FA-10000670,1665
EU-OFF-LA-10001284,2003
US-OFF-BI-10000962,1012
EU-FUR-BO-10002632,1668
EU-OFF-AP-10002735,2233
US-OFF-PA-10001667,1020
EU-FUR-TA-10003354,2387
US-OFF-AR-10004511,1209
US-OFF-PA-10001667,1028
EU-OFF-FA-10001892,2180
US-OFF-PA-10003309,1010
EU-OFF-AR-10002116,1612
EU-TEC-MA-10004452,2023
EU-OFF-FA-10001030,2050
EU-OFF-ST-10004577,2406
EU-OFF-BI-10003705,1975
EU-OFF-AR-10000980,2439
EU-OFF-SU-10002451,2044
EU-TEC-CO-10001952,1665
US-OFF-BI-10000962,1020
US-OFF-PA-10004071,1061
EU-OFF-FA-10004503,2393
EU-OFF-AR-10000980,2443
EU-OFF-AR-10001228,2341
US-OFF-SU-10000151,1191
EU-FUR-FU-10004313,1957
EU-OFF-AP-10001805,1659
US-OFF-ST-10004340,1073
EU-OFF-AR-10000715,1628
EU-OFF-EN-10000890,1653
US-OFF-BI-10004965,1022
US-OFF-AR-10004999,1077
EU-OFF-ST-10003266,2658
EU-FUR-BO-10004547,2090
US-TEC-PH-10001870,1450
EU-TEC-MA-10003607,1678
EU-FUR-BO-10004547,2092
US-TEC-PH-10001448,1047
EU-OFF-EN-10002240,1913
EU-OFF-BI-10001754,1630
EU-TEC-MA-10003607,1675
US-OFF-PA-10004000,1382
US-OFF-PA-10001801,1573
US-OFF-PA-10001725,1022
EU-TEC-PH-10003620,1671
US-OFF-PA-10002259,1220
US-TEC-PH-10001944,1069
EU-OFF-FA-10000670,1726
US-OFF-ST-10003327,1285
US-OFF-AR-10003087,1209
EU-TEC-PH-10001937,1654
US-OFF-AR-10001130,1020
EU-OFF-BI-10004007,2306
US-OFF-ST-10000344,1068
EU-TEC-CO-10002673,1628
EU-TEC-CO-10002673,1629
US-OFF-BI-10002949,1012
US-FUR-CH-10004626,1001
EU-OFF-PA-10001971,1996
US-OFF-AR-10001958,1262
US-TEC-CO-10001449,1022
US-TEC-CO-10001449,1038
EU-OFF-LA-10000648,2121
EU-OFF-AP-10002698,2397
EU-OFF-SU-10002900,1730
US-FUR-CH-10003535,1151
US-FUR-CH-10003535,1150
EU-TEC-MA-10003986,2008
US-OFF-AR-10001130,1022
US-OFF-ST-10004459,1349
EU-OFF-EN-10000927,1800
EU-FUR-CH-10003848,1741
US-OFF-BI-10001078,1237
EU-TEC-AC-10004556,2434
US-OFF-BI-10002949,1004
US-OFF-BI-10001679,1401
EU-OFF-EN-10002891,1607
US-OFF-AR-10002221,1012
US-OFF-BI-10004632,1053
EU-OFF-EN-10004051,1611
EU-OFF-BI-10000341,2651
EU-OFF-BI-10001384,1611
EU-OFF-ST-10000430,1726
EU-OFF-AR-10003457,1696
US-OFF-AP-10000891,1001
EU-FUR-CH-10001674,1985
EU-OFF-ST-10003111,1665
US-FUR-TA-10003469,1111
US-FUR-CH-10004626,1025
EU-OFF-EN-10004051,1624
EU-OFF-LA-10002029,1607
US-FUR-CH-10004626,1020
US-OFF-BI-10000948,1020
EU-TEC-CO-10004558,2353
EU-TEC-CO-10001413,1908
EU-OFF-LA-10001413,2050
EU-OFF-ST-10001173,2589
EU-OFF-AR-10000444,1962
US-FUR-CH-10000155,1008
US-OFF-BI-10002949,1020
US-TEC-AC-10002345,1336
US-TEC-AC-10001553,1233
EU-OFF-BI-10001384,1633
US-OFF-AP-10000891,1020
EU-OFF-AR-10003651,2648
US-OFF-AP-10000891,1022
US-OFF-SU-10001574,1008
EU-FUR-BO-10000259,2161
US-OFF-PA-10001560,1358
US-OFF-SU-10001574,1004
US-OFF-ST-10000676,1035
US-OFF-PA-10000919,1020
US-TEC-AC-10002076,1004
EU-OFF-AP-10000415,2344
EU-FUR-BO-10004191,2037
US-OFF-ST-10003208,1100
EU-FUR-CH-10004255,2053
US-OFF-AR-10004999,1143
EU-OFF-BI-10000341,2626
EU-TEC-MA-10002118,2197
EU-FUR-CH-10001802,2311
EU-OFF-AR-10000399,1910
US-OFF-BI-10004965,1095
EU-OFF-SU-10001992,1636
US-OFF-BI-10000948,1001
EU-TEC-PH-10003620,1636
US-FUR-FU-10002963,1133
EU-OFF-BI-10000538,1665
US-OFF-PA-10000675,1181
EU-TEC-MA-10003223,1614
EU-OFF-SU-10004496,2606
EU-OFF-ST-10002800,2013
EU-OFF-LA-10002029,1674
US-OFF-AP-10000891,1034
EU-OFF-AR-10002255,1706
EU-TEC-CO-10001633,1706
EU-OFF-AP-10004183,2088
US-OFF-AP-10002892,1001
EU-OFF-AR-10000399,1924
EU-OFF-BI-10000341,2617
US-FUR-CH-10003973,1150
EU-TEC-PH-10003620,1647
US-OFF-SU-10001574,1012
US-OFF-EN-10002504,1196
US-OFF-SU-10001574,1010
US-OFF-PA-10001725,1001
EU-OFF-ST-10004296,1739
EU-FUR-BO-10000259,2185
EU-FUR-BO-10004547,2002
US-OFF-AR-10000203,1442
EU-OFF-SU-10001690,2650
US-OFF-AP-10004136,1005
EU-FUR-BO-10004999,1706
EU-OFF-AR-10001418,2423
EU-TEC-MA-10003198,2012
EU-OFF-AR-10002113,1952
EU-OFF-FA-10004605,1703
US-OFF-AR-10003179,1302
EU-FUR-BO-10001324,1647
US-TEC-MA-10000423,1001
US-FUR-CH-10000749,1348
EU-TEC-CO-10002673,1609
EU-OFF-AR-10002113,1950
US-OFF-BI-10003712,1450
EU-OFF-AR-10000953,1965
US-OFF-SU-10001574,1020
US-OFF-BI-10004632,1068
US-TEC-PH-10002834,1060
US-FUR-CH-10002961,1382
US-OFF-ST-10002583,1311
US-OFF-ST-10000676,1020
EU-OFF-ST-10000430,1796
EU-FUR-BO-10000728,1800
US-TEC-MA-10003230,1022
US-FUR-TA-10003469,1150
EU-TEC-MA-10002686,1629
EU-OFF-SU-10000429,1717
US-OFF-SU-10001574,1034
US-FUR-CH-10003298,1556
EU-OFF-BI-10000538,1699
US-TEC-PH-10004897,1384
US-TEC-CO-10002095,1277
US-OFF-PA-10004353,1343
EU-FUR-BO-10004999,1769
EU-OFF-LA-10001413,2000
US-OFF-SU-10004737,1004
EU-TEC-CO-10004154,2296
EU-TEC-CO-10002601,2213
EU-TEC-CO-10004154,2298
EU-TEC-AC-10004221,1654
US-OFF-AP-10002518,1052
US-FUR-FU-10001852,1216
US-OFF-PA-10001970,1252
EU-OFF-AP-10003382,2559
US-TEC-AC-10002800,1205
EU-OFF-ST-10001173,2532
US-OFF-BI-10000069,1073
US-FUR-CH-10003298,1540
EU-FUR-BO-10004660,1671
EU-OFF-SU-10000782,2021
US-TEC-PH-10004897,1355
US-OFF-BI-10004001,1207
US-OFF-ST-10000649,1008
US-FUR-FU-10004665,1285
EU-FUR-BO-10004620,1610
EU-TEC-PH-10001163,2039
EU-OFF-AR-10003066,2050
US-TEC-MA-10003979,1020
US-OFF-AP-10004136,1020
US-FUR-FU-10004017,1018
EU-OFF-AP-10003758,2528
EU-TEC-PH-10004823,1778
EU-OFF-AR-10000502,1938
US-OFF-PA-10001970,1228
EU-OFF-BI-10002570,2402
US-OFF-BI-10001116,1233
US-OFF-ST-10000649,1032
US-TEC-MA-10001972,1001
EU-OFF-LA-10001831,2073
EU-OFF-AR-10000502,1930
US-OFF-AP-10001058,1303
EU-OFF-EN-10003904,1923
US-TEC-MA-10001972,1004
EU-FUR-BO-10004660,1654
EU-FUR-FU-10004604,2136
US-FUR-FU-10004017,1004
EU-FUR-CH-10001429,1799
EU-TEC-PH-10003620,1614
US-TEC-PH-10000562,1308
EU-FUR-CH-10000399,1972
US-TEC-AC-10003911,1188
US-OFF-PA-10001892,1274
US-OFF-PA-10001892,1279
US-OFF-AP-10004859,1008
EU-TEC-CO-10000338,1633
EU-TEC-MA-10004609,1916
EU-OFF-BI-10003114,2606
EU-OFF-PA-10000961,1613
EU-OFF-ST-10003785,2366
US-OFF-ST-10002352,1010
EU-OFF-EN-10003448,2342
EU-OFF-BI-10002040,2274
EU-OFF-PA-10002352,1964
EU-OFF-FA-10004424,2248
EU-TEC-PH-10001937,1607
EU-TEC-PH-10000800,1675
EU-OFF-ST-10002271,2433
EU-TEC-PH-10003620,1629
EU-OFF-PA-10000876,1615
EU-TEC-MA-10003780,1779
EU-TEC-CO-10000854,2197
EU-FUR-FU-10002305,1910
US-FUR-CH-10003379,1136
EU-OFF-ST-10004035,1805
EU-OFF-FA-10000154,1665
US-FUR-CH-10003379,1132
EU-FUR-FU-10000907,1665
US-TEC-PH-10001530,1384
EU-OFF-AR-10004986,1647
US-OFF-ST-10002352,1020
US-OFF-ST-10003208,1183
US-OFF-LA-10003714,1063
US-FUR-FU-10004017,1070
US-TEC-AC-10002049,1035
EU-OFF-AP-10003758,2552
EU-FUR-FU-10001495,2321
EU-OFF-AP-10001510,2618
EU-TEC-MA-10004669,2341
US-FUR-FU-10002671,1215
US-OFF-BI-10004632,1000
US-OFF-SU-10001574,1089
US-OFF-BI-10004632,1001
US-OFF-BI-10004632,1004
EU-OFF-BI-10001384,1665
US-FUR-CH-10002126,1488
EU-OFF-SU-10003804,1992
US-OFF-EN-10002504,1118
US-TEC-AC-10002049,1020
US-TEC-AC-10002006,1433
US-TEC-AC-10002049,1025
US-OFF-BI-10003291,1425
US-FUR-FU-10000293,1349
EU-FUR-CH-10000013,1898
EU-FUR-BO-10001873,2101
US-OFF-BI-10001031,1020
US-OFF-EN-10003072,1399
EU-FUR-BO-10000847,1928
EU-FUR-TA-10004680,1701
EU-TEC-AC-10000089,1777
EU-FUR-CH-10004606,1628
EU-TEC-CO-10001192,1769
US-OFF-BI-10004632,1010
EU-FUR-BO-10000514,2344
EU-OFF-PA-10004267,2237
US-OFF-ST-10000636,1004
EU-OFF-LA-10004148,2036
US-TEC-PH-10001944,1001
US-TEC-PH-10001944,1002
EU-OFF-AR-10004986,1628
EU-TEC-MA-10002424,2041
US-OFF-ST-10000636,1008
EU-OFF-ST-10003111,1628
EU-TEC-PH-10000800,1647
US-OFF-FA-10002983,1004
EU-OFF-ST-10004367,1794
EU-OFF-ST-10003111,1622
EU-OFF-BI-10003999,2399
US-OFF-ST-10000649,1085
EU-OFF-ST-10001255,1857
US-OFF-ST-10002352,1045
EU-OFF-AP-10000005,1971
US-FUR-FU-10004017,1049
EU-OFF-ST-10004855,2105
EU-OFF-AP-10004140,2418
US-TEC-CO-10001449,1001
EU-OFF-EN-10001979,2027
EU-OFF-AR-10003217,1935
EU-OFF-AR-10004986,1636
EU-OFF-ST-10003111,1614
US-TEC-AC-10002049,1004
US-FUR-CH-10000155,1055
EU-OFF-EN-10001979,2020
US-TEC-AC-10002049,1001
US-TEC-PH-10001700,1562
EU-OFF-ST-10001173,2543
US-FUR-TA-10001539,1205
US-OFF-LA-10002195,1182
EU-TEC-CO-10000338,1682
US-OFF-BI-10000948,1051
US-TEC-CO-10001449,1010
EU-OFF-AR-10001714,1806
US-OFF-LA-10001641,1315
US-OFF-PA-10001804,1199
US-FUR-FU-10002396,1116
US-OFF-PA-10000143,1008
US-OFF-FA-10002780,1521
US-FUR-TA-10001095,1020
EU-FUR-BO-10001392,1610
EU-OFF-EN-10002406,1781
EU-FUR-FU-10004579,2069
EU-TEC-CO-10003523,1866
US-OFF-EN-10001990,1166
US-FUR-TA-10001095,1025
US-TEC-AC-10000710,1178
US-OFF-PA-10002250,1118
US-OFF-PA-10003673,1107
US-OFF-BI-10002414,1062
US-OFF-PA-10002250,1116
US-OFF-ST-10002743,1014
US-TEC-AC-10001013,1253
US-TEC-AC-10001013,1256
EU-OFF-AR-10001714,1805
US-OFF-PA-10001667,1131
EU-OFF-BI-10003616,1633
EU-OFF-EN-10000353,1740
EU-OFF-ST-10002720,1706
EU-OFF-ST-10002263,2063
EU-OFF-ST-10002159,1635
EU-OFF-PA-10004200,1630
US-OFF-AP-10003040,1366
EU-OFF-BI-10001621,2161
US-OFF-PA-10000143,1022
EU-OFF-PA-10003510,2232
US-OFF-BI-10001098,1093
EU-OFF-AP-10004869,1678
US-TEC-AC-10002942,1151
EU-TEC-CO-10003523,1842
US-OFF-LA-10003510,1179
EU-OFF-ST-10004317,1850
US-OFF-BI-10001098,1062
US-FUR-TA-10001095,1001
EU-OFF-LA-10002752,1675
EU-OFF-BI-10002128,1628
US-OFF-BI-10000050,1386
US-OFF-BI-10001098,1066
EU-FUR-TA-10004544,1628
EU-OFF-BI-10001643,1835
US-OFF-ST-10001370,1079
EU-OFF-BI-10001384,2296
EU-OFF-BI-10001621,2128
EU-OFF-AR-10003651,2188
EU-OFF-PA-10000961,1900
EU-OFF-BI-10003616,1614
EU-TEC-MA-10002931,1665
US-OFF-PA-10002986,1153
US-TEC-PH-10002923,1001
US-FUR-BO-10004357,1153
EU-OFF-AR-10004884,2273
US-TEC-PH-10002923,1004
EU-OFF-AR-10004151,1684
US-OFF-BI-10002026,1020
EU-OFF-ST-10002263,2086
EU-OFF-AR-10000409,1798
US-OFF-ST-10002743,1008
US-OFF-AR-10000246,1289
US-OFF-ST-10002485,1249
US-FUR-FU-10001756,1132
US-OFF-ST-10002743,1001
US-OFF-ST-10001370,1068
EU-TEC-AC-10003103,2295
EU-FUR-CH-10004101,1633
US-OFF-ST-10002743,1004
US-OFF-BI-10002026,1022
EU-OFF-ST-10001142,2175
EU-OFF-AR-10001714,1832
EU-OFF-LA-10003283,2608
EU-OFF-AR-10003651,2176
US-TEC-PH-10002350,1466
US-TEC-PH-10002923,1010
US-OFF-LA-10003510,1157
EU-OFF-AR-10004151,1696
EU-OFF-FA-10000260,1674
US-OFF-FA-10004838,1042
EU-FUR-BO-10004704,1821
EU-OFF-PA-10001492,1628
EU-OFF-FA-10004339,2638
US-OFF-AR-10001683,1139
US-TEC-PH-10004042,1062
EU-OFF-AR-10003450,2199
EU-TEC-MA-10000811,1813
US-OFF-ST-10004340,1127
US-TEC-PH-10004042,1068
EU-FUR-CH-10001278,2032
US-OFF-FA-10000585,1020
EU-OFF-AR-10001228,2089
US-TEC-PH-10002350,1457
EU-TEC-PH-10003439,1675
US-FUR-TA-10001095,1073
EU-OFF-AR-10001228,2087
US-OFF-LA-10002043,1016
EU-TEC-CO-10000556,1686
US-OFF-LA-10002043,1010
EU-OFF-AR-10000467,1991
EU-TEC-AC-10001441,1647
US-OFF-AR-10002445,1001
US-OFF-AR-10002445,1004
EU-OFF-ST-10002437,1935
US-OFF-PA-10000682,1136
EU-OFF-AR-10000980,1854
EU-OFF-ST-10000988,2563
US-OFF-AR-10001988,1118
EU-OFF-BI-10003440,1624
EU-OFF-ST-10000988,2567
US-OFF-LA-10002043,1008
US-OFF-BI-10000042,1144
EU-OFF-AR-10001228,2079
US-OFF-LA-10002043,1004
EU-FUR-FU-10000432,2308
US-TEC-AC-10003280,1060
US-OFF-PA-10002986,1106
US-OFF-AR-10001022,1001
US-OFF-BI-10002026,1070
EU-OFF-AP-10004140,2011
EU-FUR-CH-10004101,1665
US-TEC-AC-10003116,1290
EU-FUR-FU-10004422,1732
EU-OFF-ST-10002720,1726
US-OFF-BI-10001098,1038
US-OFF-FA-10000585,1004
EU-FUR-FU-10004579,2055
EU-OFF-ST-10004191,1898
EU-OFF-ST-10004377,2101
US-TEC-PH-10002923,1042
US-OFF-AR-10002445,1020
US-OFF-PA-10001994,1211
US-OFF-PA-10000143,1001
EU-OFF-AP-10001882,2214
EU-TEC-PH-10004601,2213
EU-OFF-BI-10002799,2003
US-OFF-AP-10002403,1226
EU-FUR-CH-10004101,1677
US-TEC-AC-10000710,1109
US-OFF-PA-10003177,1031
EU-FUR-FU-10001718,2139
EU-OFF-ST-10001818,1818
EU-OFF-BI-10002128,1687
EU-OFF-PA-10002040,1808
EU-FUR-TA-10002467,2378
EU-OFF-LA-10002996,1652
EU-OFF-FA-10002619,2331
US-FUR-FU-10001196,1211
US-OFF-BI-10003712,1116
US-OFF-FA-10003059,1089
US-OFF-ST-10002790,1136
US-OFF-ST-10003816,1462
EU-OFF-ST-10003266,1614
US-OFF-AR-10002445,1057
EU-OFF-ST-10000154,1809
US-OFF-PA-10000740,1226
US-TEC-PH-10004042,1022
EU-FUR-CH-10001674,1806
US-TEC-PH-10002923,1068
US-FUR-TA-10000577,1002
US-FUR-FU-10001889,1255
US-OFF-AR-10000940,1442
EU-OFF-AR-10002145,2105
EU-OFF-FA-10003463,1648
US-OFF-ST-10003656,1045
US-OFF-BI-10002706,1321
EU-FUR-CH-10003033,1611
EU-FUR-BO-10003991,1785
EU-OFF-LA-10004744,1795
US-TEC-AC-10001767,1294
US-FUR-TA-10003748,1120
US-OFF-ST-10004340,1172
EU-OFF-BI-10004195,1716
EU-TEC-AC-10001441,1611
EU-OFF-LA-10000356,2431
US-OFF-AR-10003560,1187
EU-FUR-FU-10001718,2197
EU-TEC-MA-10004452,2112
EU-FUR-BO-10002812,1615
US-OFF-LA-10002195,1400
EU-FUR-BO-10004053,1614
US-FUR-TA-10000577,1011
EU-TEC-CO-10004558,1892
US-TEC-PH-10001363,1010
US-OFF-ST-10003656,1010
US-OFF-ST-10002790,1153
EU-OFF-FA-10001051,1628
EU-OFF-PA-10003105,2401
EU-TEC-MA-10004772,1728
EU-TEC-PH-10003995,2026
EU-OFF-LA-10000707,1763
US-FUR-TA-10000577,1020
US-OFF-BI-10000778,1134
EU-OFF-LA-10000760,2072
EU-OFF-BI-10004541,1930
EU-TEC-MA-10003223,1633
EU-OFF-LA-10004108,1644
US-OFF-ST-10003656,1022
EU-OFF-FA-10004344,1636
US-FUR-BO-10001337,1049
US-OFF-ST-10004340,1150
US-OFF-AR-10003087,1498
US-OFF-ST-10000798,1134
US-FUR-FU-10001617,1382
EU-OFF-FA-10003463,1674
EU-TEC-AC-10004849,1758
US-TEC-AC-10002076,1098
EU-OFF-FA-10004344,1628
EU-TEC-CO-10004042,2577
US-FUR-FU-10002813,1104
EU-OFF-BI-10004554,1649
EU-FUR-CH-10000966,1989
EU-FUR-BO-10004388,2434
EU-OFF-FA-10002619,2372
EU-OFF-BI-10002128,1644
EU-OFF-LA-10004332,2446
EU-FUR-FU-10001438,1778
US-OFF-BI-10001982,1157
US-TEC-AC-10001767,1267
US-FUR-FU-10004666,1521
US-OFF-PA-10002659,1020
US-FUR-FU-10001756,1175
EU-OFF-AR-10002513,1977
US-OFF-ST-10000798,1105
US-OFF-BI-10001120,1031
US-OFF-BI-10002026,1012
EU-OFF-FA-10003463,1687
US-TEC-AC-10002942,1101
EU-OFF-BI-10001119,2353
US-OFF-BI-10002026,1010
EU-OFF-PA-10001661,1628
US-OFF-AR-10002445,1095
US-OFF-PA-10000130,1346
EU-FUR-BO-10000279,2457
EU-FUR-CH-10001674,1851
US-FUR-FU-10002030,1091
US-TEC-PH-10001363,1020
EU-FUR-FU-10000072,1749
US-TEC-PH-10001363,1022
EU-OFF-LA-10004332,2439
EU-TEC-CO-10000405,2010
EU-OFF-ST-10000355,1869
EU-OFF-AR-10004151,1628
EU-TEC-MA-10001279,1991
EU-OFF-LA-10002225,2311
EU-OFF-BI-10002193,1807
US-OFF-BI-10002026,1001
EU-OFF-PA-10003105,2430
EU-OFF-EN-10000648,1892
US-TEC-PH-10001870,1110
US-OFF-PA-10003971,1091
EU-OFF-AR-10002447,2191
US-OFF-AR-10002445,1081
EU-TEC-MA-10004897,2170
US-OFF-BI-10002071,1511
US-OFF-BI-10002026,1008
EU-FUR-TA-10002789,2033
EU-OFF-AR-10000711,2238
EU-TEC-MA-10004609,2659
US-OFF-ST-10002790,1111
EU-OFF-AR-10004151,1636
US-FUR-FU-10002030,1062
EU-OFF-AR-10002513,1959
US-OFF-FA-10003059,1020
EU-FUR-FU-10004516,1902
US-OFF-FA-10003059,1022
US-OFF-PA-10004519,1329
EU-OFF-BI-10002674,2102
EU-FUR-CH-10003026,2146
EU-OFF-BI-10002128,1674
EU-TEC-AC-10003415,1706
US-OFF-PA-10002250,1172
EU-OFF-LA-10002752,1629
US-FUR-BO-10001337,1001
EU-OFF-LA-10000553,2360
EU-FUR-FU-10004516,1918
EU-OFF-PA-10001722,2020
EU-OFF-AR-10000711,2220
EU-OFF-FA-10004344,1675
US-FUR-BO-10001337,1008
US-OFF-BI-10001120,1022
US-TEC-AC-10002076,1052
EU-OFF-FA-10000520,2377
EU-OFF-EN-10002891,1949
EU-OFF-ST-10000355,1892
EU-OFF-ST-10003266,1687
EU-FUR-CH-10003794,1629
US-OFF-PA-10001800,1004
EU-TEC-AC-10000510,1654
EU-TEC-MA-10000875,1787
US-TEC-MA-10003176,1440
EU-OFF-PA-10001661,1659
EU-TEC-PH-10002759,2088
EU-OFF-LA-10004332,2486
US-OFF-PA-10002659,1107
EU-OFF-PA-10002524,1659
US-OFF-AR-10003190,1173
EU-OFF-ST-10002759,1654
US-TEC-AC-10002049,1513
EU-TEC-AC-10001056,2030
US-OFF-BI-10003460,1125
EU-FUR-BO-10002680,1898
EU-TEC-MA-10002435,1636
US-FUR-FU-10002878,1230
US-FUR-BO-10003441,1243
US-OFF-PA-10003971,1189
EU-OFF-FA-10000520,2408
EU-OFF-EN-10000476,1932
US-FUR-CH-10004983,1205
EU-OFF-SU-10001690,1896
EU-OFF-BI-10000341,1691
EU-TEC-PH-10003620,2418
US-OFF-AR-10000817,1277
EU-OFF-SU-10000429,1807
US-OFF-AP-10004785,1031
US-FUR-FU-10000397,1020
EU-FUR-FU-10000072,1675
US-TEC-AC-10000171,1228
US-OFF-BI-10004826,1085
