productID,name,sub-category,category
EU-OFF-LA-10003795,"Smead Round Labels, Alphabetical",Labels,Office Supplies
EU-OFF-LA-10003827,"Avery Color Coded Labels, 5000 Label Set",Labels,Office Supplies
EU-OFF-LA-10003967,"Smead Color Coded Labels, Adjustable",Labels,Office Supplies
EU-OFF-LA-10003969,"Novimex Legal Exhibit Labels, Laser Printer Compatible",Labels,Office Supplies
EU-OFF-LA-10004007,"Harbour Creations Color Coded Labels, Adjustable",Labels,Office Supplies
EU-OFF-LA-10004020,"Hon Color Coded Labels, 5000 Label Set",Labels,Office Supplies
EU-OFF-LA-10004050,"Hon Color Coded Labels, Laser Printer Compatible",Labels,Office Supplies
EU-OFF-LA-10004058,"Hon Legal Exhibit Labels, 5000 Label Set",Labels,Office Supplies
EU-OFF-LA-10004108,"Avery Round Labels, 5000 Label Set",Labels,Office Supplies
EU-OFF-LA-10004122,"Avery Color Coded Labels, Laser Printer Compatible",Labels,Office Supplies
EU-OFF-LA-10004132,"Smead Color Coded Labels, Alphabetical",Labels,Office Supplies
EU-OFF-LA-10004148,"Smead File Folder Labels, 5000 Label Set",Labels,Office Supplies
EU-OFF-LA-10004280,"Harbour Creations Legal Exhibit Labels, Alphabetical",Labels,Office Supplies
EU-OFF-LA-10004285,"Smead Legal Exhibit Labels, Laser Printer Compatible",Labels,Office Supplies
EU-OFF-LA-10004332,"Novimex File Folder Labels, Adjustable",Labels,Office Supplies
EU-OFF-LA-10004487,"Harbour Creations Shipping Labels, Alphabetical",Labels,Office Supplies
EU-OFF-LA-10004594,"Avery Color Coded Labels, Adjustable",Labels,Office Supplies
EU-OFF-LA-10004709,"Avery Round Labels, Laser Printer Compatible",Labels,Office Supplies
EU-OFF-LA-10004727,"Hon File Folder Labels, Laser Printer Compatible",Labels,Office Supplies
EU-OFF-LA-10004737,"Avery Shipping Labels, 5000 Label Set",Labels,Office Supplies
EU-OFF-LA-10004744,"Smead Shipping Labels, Alphabetical",Labels,Office Supplies
EU-OFF-LA-10004753,"Novimex Round Labels, Laser Printer Compatible",Labels,Office Supplies
EU-OFF-LA-10004774,"Avery Shipping Labels, Alphabetical",Labels,Office Supplies
EU-OFF-LA-10004799,"Hon Legal Exhibit Labels, Alphabetical",Labels,Office Supplies
EU-OFF-LA-10004832,"Novimex Legal Exhibit Labels, Alphabetical",Labels,Office Supplies
EU-OFF-LA-10004859,"Avery Legal Exhibit Labels, Alphabetical",Labels,Office Supplies
EU-OFF-LA-10004929,"Novimex Color Coded Labels, Laser Printer Compatible",Labels,Office Supplies
EU-OFF-LA-10004964,"Smead Shipping Labels, Adjustable",Labels,Office Supplies
EU-OFF-LA-10004972,"Avery File Folder Labels, 5000 Label Set",Labels,Office Supplies
EU-OFF-PA-10000034,"Xerox Cards & Envelopes, Multicolor",Paper,Office Supplies
EU-OFF-PA-10000098,"Xerox Parchment Paper, 8.5 x 11",Paper,Office Supplies
EU-OFF-PA-10000277,"SanDisk Computer Printout Paper, Premium",Paper,Office Supplies
EU-OFF-PA-10000300,"Green Bar Cards & Envelopes, Premium",Paper,Office Supplies
EU-OFF-PA-10000301,"Enermax Parchment Paper, Premium",Paper,Office Supplies
EU-OFF-PA-10000317,"Xerox Computer Printout Paper, Premium",Paper,Office Supplies
EU-OFF-PA-10000393,"Xerox Memo Slips, 8.5 x 11",Paper,Office Supplies
EU-OFF-PA-10000423,"Enermax Computer Printout Paper, Recycled",Paper,Office Supplies
EU-OFF-PA-10000450,"Green Bar Note Cards, Multicolor",Paper,Office Supplies
EU-OFF-PA-10000522,"Green Bar Message Books, Multicolor",Paper,Office Supplies
EU-OFF-PA-10000562,"Enermax Message Books, Multicolor",Paper,Office Supplies
EU-OFF-PA-10000756,"Enermax Computer Printout Paper, Premium",Paper,Office Supplies
EU-OFF-PA-10000816,"Enermax Memo Slips, Recycled",Paper,Office Supplies
EU-OFF-PA-10000827,"Enermax Message Books, 8.5 x 11",Paper,Office Supplies
EU-OFF-PA-10000850,"SanDisk Parchment Paper, Multicolor",Paper,Office Supplies
EU-OFF-PA-10000871,"Enermax Cards & Envelopes, Recycled",Paper,Office Supplies
EU-OFF-PA-10000876,"Eaton Computer Printout Paper, Multicolor",Paper,Office Supplies
EU-OFF-PA-10000878,"SanDisk Note Cards, Multicolor",Paper,Office Supplies
EU-OFF-PA-10000908,"Xerox Note Cards, Premium",Paper,Office Supplies
EU-OFF-PA-10000961,"Green Bar Parchment Paper, Premium",Paper,Office Supplies
EU-OFF-PA-10001212,"Xerox Message Books, Recycled",Paper,Office Supplies
EU-OFF-PA-10001223,"SanDisk Cards & Envelopes, Premium",Paper,Office Supplies
EU-OFF-PA-10001294,"Enermax Cards & Envelopes, Multicolor",Paper,Office Supplies
EU-OFF-PA-10001301,"SanDisk Computer Printout Paper, Multicolor",Paper,Office Supplies
EU-OFF-PA-10001323,"Eaton Note Cards, 8.5 x 11",Paper,Office Supplies
EU-OFF-PA-10001348,"Eaton Note Cards, Multicolor",Paper,Office Supplies
EU-OFF-PA-10001371,"Xerox Computer Printout Paper, 8.5 x 11",Paper,Office Supplies
EU-OFF-PA-10001445,"Eaton Cards & Envelopes, Multicolor",Paper,Office Supplies
EU-OFF-PA-10001466,"Eaton Computer Printout Paper, 8.5 x 11",Paper,Office Supplies
EU-OFF-PA-10001492,"Enermax Note Cards, Premium",Paper,Office Supplies
EU-OFF-PA-10001497,"Xerox Note Cards, 8.5 x 11",Paper,Office Supplies
EU-OFF-PA-10001523,"Enermax Cards & Envelopes, Premium",Paper,Office Supplies
EU-OFF-PA-10001536,"SanDisk Message Books, 8.5 x 11",Paper,Office Supplies
EU-OFF-PA-10001537,"Green Bar Note Cards, 8.5 x 11",Paper,Office Supplies
EU-OFF-PA-10001595,"Enermax Memo Slips, 8.5 x 11",Paper,Office Supplies
EU-OFF-PA-10001620,"SanDisk Memo Slips, Recycled",Paper,Office Supplies
EU-OFF-PA-10001650,"Xerox Message Books, Premium",Paper,Office Supplies
EU-OFF-PA-10001661,"SanDisk Computer Printout Paper, 8.5 x 11",Paper,Office Supplies
EU-OFF-PA-10001662,"Green Bar Note Cards, Premium",Paper,Office Supplies
EU-OFF-PA-10001686,"SanDisk Memo Slips, Premium",Paper,Office Supplies
EU-OFF-PA-10001722,"SanDisk Message Books, Premium",Paper,Office Supplies
EU-OFF-PA-10001735,"Xerox Cards & Envelopes, 8.5 x 11",Paper,Office Supplies
EU-OFF-PA-10001736,"SanDisk Note Cards, 8.5 x 11",Paper,Office Supplies
EU-OFF-PA-10001758,"Enermax Note Cards, Premium",Paper,Office Supplies
EU-OFF-PA-10001795,"Green Bar Message Books, Premium",Paper,Office Supplies
EU-OFF-PA-10001844,"Eaton Message Books, 8.5 x 11",Paper,Office Supplies
EU-OFF-PA-10001858,"SanDisk Message Books, Multicolor",Paper,Office Supplies
EU-OFF-PA-10001869,"Green Bar Computer Printout Paper, 8.5 x 11",Paper,Office Supplies
EU-OFF-PA-10001905,"Eaton Message Books, Recycled",Paper,Office Supplies
EU-OFF-PA-10001971,"Eaton Cards & Envelopes, Premium",Paper,Office Supplies
EU-OFF-PA-10002040,"Green Bar Cards & Envelopes, Multicolor",Paper,Office Supplies
EU-OFF-PA-10002043,"SanDisk Cards & Envelopes, 8.5 x 11",Paper,Office Supplies
EU-OFF-PA-10002101,"Xerox Parchment Paper, Multicolor",Paper,Office Supplies
EU-OFF-PA-10002196,"Green Bar Message Books, Recycled",Paper,Office Supplies
EU-OFF-PA-10002248,"Green Bar Memo Slips, 8.5 x 11",Paper,Office Supplies
EU-OFF-PA-10002292,"SanDisk Computer Printout Paper, Recycled",Paper,Office Supplies
EU-OFF-PA-10002338,"Green Bar Parchment Paper, Recycled",Paper,Office Supplies
EU-OFF-PA-10002352,"Eaton Parchment Paper, Premium",Paper,Office Supplies
EU-OFF-PA-10002356,"Xerox Parchment Paper, Recycled",Paper,Office Supplies
EU-OFF-PA-10002369,"Eaton Parchment Paper, Multicolor",Paper,Office Supplies
EU-OFF-PA-10002371,"Green Bar Message Books, 8.5 x 11",Paper,Office Supplies
EU-OFF-PA-10002396,"Eaton Memo Slips, 8.5 x 11",Paper,Office Supplies
EU-OFF-PA-10002516,"Enermax Cards & Envelopes, 8.5 x 11",Paper,Office Supplies
EU-OFF-PA-10002524,"Enermax Note Cards, 8.5 x 11",Paper,Office Supplies
EU-OFF-PA-10002534,"Green Bar Memo Slips, Multicolor",Paper,Office Supplies
EU-OFF-PA-10002616,"Green Bar Parchment Paper, Multicolor",Paper,Office Supplies
EU-OFF-PA-10002645,"Green Bar Computer Printout Paper, Recycled",Paper,Office Supplies
EU-OFF-PA-10002652,"Eaton Note Cards, Premium",Paper,Office Supplies
EU-OFF-PA-10002755,"Xerox Computer Printout Paper, Multicolor",Paper,Office Supplies
EU-OFF-PA-10002842,"Eaton Parchment Paper, Recycled",Paper,Office Supplies
EU-OFF-PA-10002918,"Eaton Computer Printout Paper, Recycled",Paper,Office Supplies
EU-OFF-PA-10002941,"Green Bar Computer Printout Paper, Premium",Paper,Office Supplies
EU-OFF-PA-10002971,"Eaton Memo Slips, Recycled",Paper,Office Supplies
EU-OFF-PA-10003027,"Enermax Message Books, Premium",Paper,Office Supplies
EU-OFF-PA-10003037,"Eaton Memo Slips, Multicolor",Paper,Office Supplies
EU-OFF-PA-10003105,"SanDisk Parchment Paper, Premium",Paper,Office Supplies
EU-OFF-PA-10003359,"Eaton Cards & Envelopes, 8.5 x 11",Paper,Office Supplies
EU-OFF-PA-10003416,"Enermax Note Cards, Multicolor",Paper,Office Supplies
EU-OFF-PA-10003424,"Enermax Computer Printout Paper, 8.5 x 11",Paper,Office Supplies
EU-OFF-PA-10003455,"Xerox Cards & Envelopes, Premium",Paper,Office Supplies
EU-OFF-PA-10003510,"Enermax Message Books, Recycled",Paper,Office Supplies
EU-OFF-PA-10003518,"Enermax Computer Printout Paper, Multicolor",Paper,Office Supplies
EU-OFF-PA-10003586,"Eaton Computer Printout Paper, Premium",Paper,Office Supplies
EU-OFF-PA-10003796,"Eaton Parchment Paper, 8.5 x 11",Paper,Office Supplies
EU-OFF-PA-10003868,"SanDisk Cards & Envelopes, Recycled",Paper,Office Supplies
EU-OFF-PA-10003875,"Enermax Memo Slips, Multicolor",Paper,Office Supplies
EU-OFF-PA-10003884,"Eaton Message Books, Multicolor",Paper,Office Supplies
EU-OFF-PA-10003899,"SanDisk Memo Slips, Multicolor",Paper,Office Supplies
EU-OFF-PA-10003907,"Eaton Message Books, Premium",Paper,Office Supplies
EU-OFF-PA-10003920,"Xerox Parchment Paper, Premium",Paper,Office Supplies
EU-OFF-PA-10003937,"Green Bar Memo Slips, Recycled",Paper,Office Supplies
EU-OFF-PA-10003956,"SanDisk Parchment Paper, Recycled",Paper,Office Supplies
EU-OFF-PA-10003994,"Eaton Note Cards, Premium",Paper,Office Supplies
EU-OFF-PA-10004034,"Green Bar Parchment Paper, 8.5 x 11",Paper,Office Supplies
EU-OFF-PA-10004069,"SanDisk Parchment Paper, 8.5 x 11",Paper,Office Supplies
EU-OFF-PA-10004111,"Enermax Parchment Paper, Multicolor",Paper,Office Supplies
EU-OFF-PA-10004124,"Xerox Message Books, Multicolor",Paper,Office Supplies
EU-OFF-PA-10004145,"Xerox Message Books, 8.5 x 11",Paper,Office Supplies
EU-OFF-PA-10004160,"SanDisk Note Cards, Premium",Paper,Office Supplies
EU-OFF-PA-10004200,"Xerox Note Cards, Multicolor",Paper,Office Supplies
EU-OFF-PA-10004267,"Enermax Parchment Paper, 8.5 x 11",Paper,Office Supplies
EU-OFF-PA-10004343,"Enermax Memo Slips, Premium",Paper,Office Supplies
EU-OFF-PA-10004429,"Xerox Memo Slips, Premium",Paper,Office Supplies
EU-OFF-PA-10004450,"Xerox Cards & Envelopes, Recycled",Paper,Office Supplies
EU-OFF-PA-10004468,"SanDisk Note Cards, Premium",Paper,Office Supplies
EU-OFF-PA-10004470,"Green Bar Cards & Envelopes, Recycled",Paper,Office Supplies
EU-OFF-PA-10004480,"Eaton Cards & Envelopes, Recycled",Paper,Office Supplies
EU-OFF-PA-10004589,"Green Bar Computer Printout Paper, Multicolor",Paper,Office Supplies
EU-OFF-PA-10004641,"SanDisk Cards & Envelopes, Multicolor",Paper,Office Supplies
EU-OFF-PA-10004694,"Green Bar Cards & Envelopes, 8.5 x 11",Paper,Office Supplies
EU-OFF-PA-10004746,"SanDisk Memo Slips, 8.5 x 11",Paper,Office Supplies
EU-OFF-PA-10004761,"Green Bar Memo Slips, Premium",Paper,Office Supplies
EU-OFF-PA-10004842,"SanDisk Message Books, Recycled",Paper,Office Supplies
EU-OFF-PA-10004856,"Xerox Memo Slips, Recycled",Paper,Office Supplies
EU-OFF-PA-10004923,"Xerox Memo Slips, Multicolor",Paper,Office Supplies
EU-OFF-PA-10004990,"Xerox Note Cards, Recycled",Paper,Office Supplies
EU-OFF-ST-10000020,"Fellowes Folders, Single Width",Storage,Office Supplies
EU-OFF-ST-10000085,"Rogers File Cart, Single Width",Storage,Office Supplies
EU-OFF-ST-10000095,"Fellowes File Cart, Industrial",Storage,Office Supplies
EU-OFF-ST-10000127,"Fellowes Shelving, Wire Frame",Storage,Office Supplies
EU-OFF-ST-10000130,"Eldon Trays, Wire Frame",Storage,Office Supplies
EU-OFF-ST-10000154,"Smead Box, Single Width",Storage,Office Supplies
EU-OFF-ST-10000288,"Fellowes Lockers, Industrial",Storage,Office Supplies
EU-OFF-ST-10000300,"Eldon Folders, Wire Frame",Storage,Office Supplies
EU-OFF-ST-10000355,"Eldon Box, Wire Frame",Storage,Office Supplies
EU-OFF-ST-10000430,"Tenex File Cart, Blue",Storage,Office Supplies
EU-OFF-ST-10000486,"Rogers Trays, Industrial",Storage,Office Supplies
EU-OFF-ST-10000520,"Eldon Folders, Blue",Storage,Office Supplies
EU-OFF-ST-10000580,"Fellowes Trays, Industrial",Storage,Office Supplies
EU-OFF-ST-10000624,"Eldon File Cart, Single Width",Storage,Office Supplies
EU-OFF-ST-10000632,"Rogers Shelving, Single Width",Storage,Office Supplies
EU-OFF-ST-10000643,"Eldon Trays, Industrial",Storage,Office Supplies
EU-OFF-ST-10000648,"Eldon File Cart, Industrial",Storage,Office Supplies
EU-OFF-ST-10000695,"Rogers Lockers, Wire Frame",Storage,Office Supplies
EU-OFF-ST-10000710,"Smead Shelving, Blue",Storage,Office Supplies
EU-OFF-ST-10000872,"Fellowes File Cart, Single Width",Storage,Office Supplies
EU-OFF-ST-10000875,"Smead Shelving, Single Width",Storage,Office Supplies
EU-OFF-ST-10000922,"Eldon File Cart, Blue",Storage,Office Supplies
EU-OFF-ST-10000952,"Smead File Cart, Blue",Storage,Office Supplies
EU-OFF-ST-10000988,"Fellowes Folders, Blue",Storage,Office Supplies
EU-OFF-ST-10001025,"Tenex Trays, Single Width",Storage,Office Supplies
EU-OFF-ST-10001050,"Eldon Shelving, Blue",Storage,Office Supplies
EU-OFF-ST-10001091,"Smead Box, Industrial",Storage,Office Supplies
EU-OFF-ST-10001142,"Smead Folders, Wire Frame",Storage,Office Supplies
EU-OFF-ST-10001173,"Eldon Folders, Industrial",Storage,Office Supplies
EU-OFF-ST-10001195,"Smead Box, Wire Frame",Storage,Office Supplies
EU-OFF-ST-10001213,"Smead Shelving, Industrial",Storage,Office Supplies
EU-OFF-ST-10001222,"Eldon Shelving, Single Width",Storage,Office Supplies
EU-OFF-ST-10001255,"Fellowes Trays, Single Width",Storage,Office Supplies
EU-OFF-ST-10001358,"Rogers Folders, Wire Frame",Storage,Office Supplies
EU-OFF-ST-10001413,"Rogers Folders, Blue",Storage,Office Supplies
EU-OFF-ST-10001426,"Eldon Folders, Single Width",Storage,Office Supplies
EU-OFF-ST-10001460,"Smead Trays, Industrial",Storage,Office Supplies
EU-OFF-ST-10001478,"Tenex File Cart, Single Width",Storage,Office Supplies
EU-OFF-ST-10001547,"Rogers Lockers, Industrial",Storage,Office Supplies
EU-OFF-ST-10001554,"Tenex File Cart, Industrial",Storage,Office Supplies
EU-OFF-ST-10001562,"Fellowes Box, Industrial",Storage,Office Supplies
EU-OFF-ST-10001576,"Tenex Folders, Blue",Storage,Office Supplies
EU-OFF-ST-10001597,"Tenex Box, Single Width",Storage,Office Supplies
EU-OFF-ST-10001646,"Fellowes Box, Wire Frame",Storage,Office Supplies
EU-OFF-ST-10001648,"Tenex Shelving, Blue",Storage,Office Supplies
EU-OFF-ST-10001758,"Rogers Lockers, Blue",Storage,Office Supplies
EU-OFF-ST-10001818,"Smead Trays, Blue",Storage,Office Supplies
EU-OFF-ST-10001858,"Tenex Shelving, Single Width",Storage,Office Supplies
EU-OFF-ST-10001974,"Rogers File Cart, Industrial",Storage,Office Supplies
EU-OFF-ST-10001999,"Tenex Folders, Wire Frame",Storage,Office Supplies
EU-OFF-ST-10002042,"Fellowes Folders, Industrial",Storage,Office Supplies
EU-OFF-ST-10002151,"Eldon Box, Blue",Storage,Office Supplies
EU-OFF-ST-10002159,"Fellowes Lockers, Wire Frame",Storage,Office Supplies
EU-OFF-ST-10002172,"Fellowes Trays, Blue",Storage,Office Supplies
EU-OFF-ST-10002175,"Fellowes Lockers, Single Width",Storage,Office Supplies
EU-OFF-ST-10002263,"Rogers Trays, Wire Frame",Storage,Office Supplies
EU-OFF-ST-10002271,"Rogers Shelving, Wire Frame",Storage,Office Supplies
EU-OFF-ST-10002340,"Fellowes Shelving, Industrial",Storage,Office Supplies
EU-OFF-ST-10002354,"Eldon Lockers, Wire Frame",Storage,Office Supplies
EU-OFF-ST-10002399,"Tenex Folders, Single Width",Storage,Office Supplies
EU-OFF-ST-10002437,"Eldon Trays, Blue",Storage,Office Supplies
EU-OFF-ST-10002506,"Smead Lockers, Blue",Storage,Office Supplies
EU-OFF-ST-10002539,"Fellowes Shelving, Single Width",Storage,Office Supplies
EU-OFF-ST-10002555,"Eldon Lockers, Industrial",Storage,Office Supplies
EU-OFF-ST-10002566,"Tenex Lockers, Wire Frame",Storage,Office Supplies
EU-OFF-ST-10002608,"Eldon Box, Industrial",Storage,Office Supplies
EU-OFF-ST-10002622,"Smead File Cart, Single Width",Storage,Office Supplies
EU-OFF-ST-10002659,"Smead Shelving, Wire Frame",Storage,Office Supplies
EU-OFF-ST-10002706,"Fellowes File Cart, Wire Frame",Storage,Office Supplies
EU-OFF-ST-10002720,"Rogers Shelving, Blue",Storage,Office Supplies
EU-OFF-ST-10002759,"Eldon Shelving, Industrial",Storage,Office Supplies
EU-OFF-ST-10002800,"Tenex Folders, Industrial",Storage,Office Supplies
EU-OFF-ST-10002900,"Smead Lockers, Wire Frame",Storage,Office Supplies
EU-OFF-ST-10002902,"Fellowes Shelving, Blue",Storage,Office Supplies
EU-OFF-ST-10002905,"Rogers Box, Single Width",Storage,Office Supplies
EU-OFF-ST-10003018,"Smead File Cart, Industrial",Storage,Office Supplies
EU-OFF-ST-10003102,"Rogers Lockers, Single Width",Storage,Office Supplies
EU-OFF-ST-10003111,"Eldon Trays, Single Width",Storage,Office Supplies
EU-OFF-ST-10003132,"Fellowes Box, Blue",Storage,Office Supplies
EU-OFF-ST-10003147,"Tenex Box, Blue",Storage,Office Supplies
EU-OFF-ST-10003153,"Tenex File Cart, Single Width",Storage,Office Supplies
EU-OFF-ST-10003204,"Tenex Trays, Industrial",Storage,Office Supplies
EU-OFF-ST-10003266,"Tenex Lockers, Industrial",Storage,Office Supplies
EU-OFF-ST-10003305,"Rogers Box, Blue",Storage,Office Supplies
EU-OFF-ST-10003322,"Eldon Shelving, Wire Frame",Storage,Office Supplies
EU-OFF-ST-10003335,"Smead Box, Blue",Storage,Office Supplies
EU-OFF-ST-10003414,"Tenex Shelving, Industrial",Storage,Office Supplies
EU-OFF-ST-10003446,"Smead Trays, Single Width",Storage,Office Supplies
EU-OFF-ST-10003455,"Fellowes Lockers, Blue",Storage,Office Supplies
EU-OFF-ST-10003641,"Fellowes Trays, Wire Frame",Storage,Office Supplies
EU-OFF-ST-10003764,"Tenex Box, Industrial",Storage,Office Supplies
EU-OFF-ST-10003785,"Eldon Lockers, Blue",Storage,Office Supplies
EU-OFF-ST-10003835,"Rogers Folders, Single Width",Storage,Office Supplies
EU-OFF-ST-10003931,"Smead Trays, Wire Frame",Storage,Office Supplies
EU-OFF-ST-10003956,"Rogers Trays, Single Width",Storage,Office Supplies
EU-OFF-ST-10003990,"Smead Folders, Single Width",Storage,Office Supplies
EU-OFF-ST-10003995,"Eldon File Cart, Single Width",Storage,Office Supplies
EU-OFF-ST-10004020,"Tenex Lockers, Single Width",Storage,Office Supplies
EU-OFF-ST-10004035,"Rogers Box, Wire Frame",Storage,Office Supplies
EU-OFF-ST-10004046,"Fellowes Box, Single Width",Storage,Office Supplies
EU-OFF-ST-10004060,"Eldon Lockers, Single Width",Storage,Office Supplies
EU-OFF-ST-10004097,"Tenex Box, Wire Frame",Storage,Office Supplies
EU-OFF-ST-10004191,"Tenex Lockers, Blue",Storage,Office Supplies
EU-OFF-ST-10004267,"Smead File Cart, Single Width",Storage,Office Supplies
EU-OFF-ST-10004296,"Smead Folders, Industrial",Storage,Office Supplies
EU-OFF-ST-10004317,"Smead Folders, Blue",Storage,Office Supplies
EU-OFF-ST-10004367,"Rogers Trays, Blue",Storage,Office Supplies
EU-OFF-ST-10004377,"Rogers File Cart, Single Width",Storage,Office Supplies
EU-OFF-ST-10004409,"Rogers Box, Industrial",Storage,Office Supplies
EU-OFF-ST-10004473,"Tenex Trays, Wire Frame",Storage,Office Supplies
EU-OFF-ST-10004482,"Rogers Shelving, Industrial",Storage,Office Supplies
EU-OFF-ST-10004489,"Smead Lockers, Single Width",Storage,Office Supplies
EU-OFF-ST-10004550,"Fellowes Folders, Wire Frame",Storage,Office Supplies
EU-OFF-ST-10004577,"Tenex Shelving, Wire Frame",Storage,Office Supplies
EU-OFF-ST-10004597,"Rogers File Cart, Blue",Storage,Office Supplies
EU-OFF-ST-10004695,"Fellowes File Cart, Blue",Storage,Office Supplies
EU-OFF-ST-10004702,"Eldon Box, Single Width",Storage,Office Supplies
EU-OFF-ST-10004739,"Rogers Folders, Industrial",Storage,Office Supplies
EU-OFF-ST-10004855,"Smead Lockers, Industrial",Storage,Office Supplies
EU-OFF-ST-10004996,"Tenex Trays, Blue",Storage,Office Supplies
EU-OFF-SU-10000076,"Acme Trimmer, Easy Grip",Supplies,Office Supplies
EU-OFF-SU-10000087,"Stiletto Ruler, High Speed",Supplies,Office Supplies
EU-OFF-SU-10000102,"Stiletto Box Cutter, Easy Grip",Supplies,Office Supplies
EU-OFF-SU-10000105,"Fiskars Shears, Easy Grip",Supplies,Office Supplies
EU-OFF-SU-10000150,"Stiletto Ruler, Steel",Supplies,Office Supplies
EU-OFF-SU-10000171,"Elite Trimmer, Easy Grip",Supplies,Office Supplies
EU-OFF-SU-10000255,"Elite Box Cutter, High Speed",Supplies,Office Supplies
EU-OFF-SU-10000304,"Kleencut Ruler, Serrated",Supplies,Office Supplies
EU-OFF-SU-10000343,"Stiletto Trimmer, Serrated",Supplies,Office Supplies
EU-OFF-SU-10000429,"Elite Ruler, Easy Grip",Supplies,Office Supplies
EU-OFF-SU-10000514,"Kleencut Shears, High Speed",Supplies,Office Supplies
EU-OFF-SU-10000650,"Acme Shears, Steel",Supplies,Office Supplies
EU-OFF-SU-10000695,"Kleencut Trimmer, Serrated",Supplies,Office Supplies
EU-OFF-SU-10000776,"Elite Letter Opener, Steel",Supplies,Office Supplies
EU-OFF-SU-10000782,"Fiskars Shears, Serrated",Supplies,Office Supplies
EU-OFF-SU-10000810,"Kleencut Letter Opener, Steel",Supplies,Office Supplies
EU-OFF-SU-10000822,"Fiskars Letter Opener, Steel",Supplies,Office Supplies
EU-OFF-SU-10000877,"Acme Scissors, Easy Grip",Supplies,Office Supplies
EU-OFF-SU-10000906,"Fiskars Shears, High Speed",Supplies,Office Supplies
EU-OFF-SU-10000925,"Acme Shears, Easy Grip",Supplies,Office Supplies
EU-OFF-SU-10001021,"Fiskars Box Cutter, Serrated",Supplies,Office Supplies
EU-OFF-SU-10001074,"Fiskars Letter Opener, Easy Grip",Supplies,Office Supplies
EU-OFF-SU-10001086,"Fiskars Scissors, Easy Grip",Supplies,Office Supplies
EU-OFF-SU-10001125,"Stiletto Letter Opener, High Speed",Supplies,Office Supplies
EU-OFF-SU-10001137,"Kleencut Scissors, High Speed",Supplies,Office Supplies
EU-OFF-SU-10001337,"Fiskars Box Cutter, Easy Grip",Supplies,Office Supplies
EU-OFF-SU-10001351,"Stiletto Letter Opener, Steel",Supplies,Office Supplies
EU-OFF-SU-10001397,"Acme Box Cutter, Steel",Supplies,Office Supplies
EU-OFF-SU-10001409,"Stiletto Scissors, Serrated",Supplies,Office Supplies
EU-OFF-SU-10001578,"Stiletto Shears, High Speed",Supplies,Office Supplies
EU-OFF-SU-10001586,"Kleencut Trimmer, Steel",Supplies,Office Supplies
EU-OFF-SU-10001592,"Kleencut Letter Opener, Easy Grip",Supplies,Office Supplies
EU-OFF-SU-10001633,"Stiletto Letter Opener, Easy Grip",Supplies,Office Supplies
EU-OFF-SU-10001657,"Acme Box Cutter, High Speed",Supplies,Office Supplies
EU-OFF-SU-10001690,"Kleencut Box Cutter, Steel",Supplies,Office Supplies
EU-OFF-SU-10001703,"Fiskars Box Cutter, High Speed",Supplies,Office Supplies
EU-OFF-SU-10001791,"Elite Box Cutter, Serrated",Supplies,Office Supplies
EU-OFF-SU-10001808,"Elite Shears, High Speed",Supplies,Office Supplies
EU-OFF-SU-10001813,"Kleencut Ruler, Easy Grip",Supplies,Office Supplies
EU-OFF-SU-10001879,"Acme Trimmer, High Speed",Supplies,Office Supplies
EU-OFF-SU-10001886,"Acme Box Cutter, Serrated",Supplies,Office Supplies
EU-OFF-SU-10001889,"Kleencut Letter Opener, Easy Grip",Supplies,Office Supplies
EU-OFF-SU-10001909,"Fiskars Scissors, Steel",Supplies,Office Supplies
EU-OFF-SU-10001980,"Acme Letter Opener, High Speed",Supplies,Office Supplies
EU-OFF-SU-10001983,"Stiletto Box Cutter, Steel",Supplies,Office Supplies
EU-OFF-SU-10001992,"Stiletto Ruler, Serrated",Supplies,Office Supplies
EU-OFF-SU-10002094,"Acme Letter Opener, Steel",Supplies,Office Supplies
EU-OFF-SU-10002131,"Elite Scissors, Serrated",Supplies,Office Supplies
EU-OFF-SU-10002214,"Stiletto Box Cutter, Serrated",Supplies,Office Supplies
EU-OFF-SU-10002337,"Elite Trimmer, High Speed",Supplies,Office Supplies
EU-OFF-SU-10002342,"Kleencut Scissors, Steel",Supplies,Office Supplies
EU-OFF-SU-10002346,"Elite Ruler, High Speed",Supplies,Office Supplies
EU-OFF-SU-10002357,"Kleencut Trimmer, High Speed",Supplies,Office Supplies
EU-OFF-SU-10002379,"Fiskars Letter Opener, High Speed",Supplies,Office Supplies
EU-OFF-SU-10002419,"Fiskars Letter Opener, Easy Grip",Supplies,Office Supplies
EU-OFF-SU-10002429,"Fiskars Box Cutter, Steel",Supplies,Office Supplies
EU-OFF-SU-10002451,"Elite Letter Opener, High Speed",Supplies,Office Supplies
EU-OFF-SU-10002544,"Kleencut Box Cutter, Serrated",Supplies,Office Supplies
EU-OFF-SU-10002611,"Fiskars Ruler, Serrated",Supplies,Office Supplies
EU-OFF-SU-10002653,"Kleencut Letter Opener, High Speed",Supplies,Office Supplies
EU-OFF-SU-10002710,"Fiskars Trimmer, High Speed",Supplies,Office Supplies
EU-OFF-SU-10002785,"Fiskars Trimmer, Serrated",Supplies,Office Supplies
EU-OFF-SU-10002900,"Kleencut Trimmer, Easy Grip",Supplies,Office Supplies
EU-OFF-SU-10002934,"Elite Shears, Serrated",Supplies,Office Supplies
EU-OFF-SU-10003072,"Elite Trimmer, Serrated",Supplies,Office Supplies
